NAME	phosphorelay signal transduction system	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	arginine metabolic process	steroid biosynthetic process	response to oxidative stress	steroid metabolic process	macromolecule biosynthetic process	response to temperature stimulus	response to pH	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	sterol metabolic process	heterocycle biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	triglyceride biosynthetic process	aromatic compound biosynthetic process	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	homeostatic process	macromolecule metabolic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	alcohol catabolic process	response to copper ion	negative regulation of biological process	positive regulation of cellular process	regulation of cellular process	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host	regulation of primary metabolic process	nucleic acid metabolic process	detoxification	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	secondary alcohol metabolic process	reactive nitrogen species metabolic process
negative regulation of transcription, DNA-templated	0.060052219321147626	-0.027522935779817802	0.21749136939010388	-0.0246679316888057	0.10594546267322309	0.28984310487200643	0.30212765957446824	-0.028938906752411217	-0.02389078498293628	0.0887850467289723	-0.05140186915887845	0.17053364269141533	-0.03343465045592701	0.02735562310030363	0.7798165137614683	0.023668639053255475	0.1231343283582097	0.1780821917808215	0.16336913510457904	0.24486803519061606	0.15211970074812792	0.1408114558472544	0.8262548262548263	0.18604651162790722	-0.048780487804877745	0.1927409261576975	0.29284525790349464	0.23131170662905534	-0.03343465045592701	0.19796308084022932	0.2621060722521139	0.8600000000000005	0.2782678428227746	0.9154334038054974	0.15211970074812792	0.2128085390260177	-0.0301953818827704	0.10788381742738457	0.06545454545454545	1.0	0.15816326530612185	0.00783289817232147	0.9560439560439563	0.15211970074812792	-0.04738154613466424	0.1059602649006605	0.5586206896551726	0.1355140186915888	0.20154539600772717	0.26734216679657075	0.8962655601659756	0.1408114558472544	0.2402315484804633	-0.06000000000000071	0.020172910662823656	-0.028938906752411217	-0.015965166908562364	0.26734216679657075	0.14757591901971245	-0.05140186915887845	0.2231947483588622	0.175014731879788	0.013698630136984155	0.035874439461883866	-0.048780487804877745	-0.03125000000000144
positive regulation of transcription, DNA-templated	0.3762913223140504	0.02508650519031174	0.19706127553147113	-0.05334051724137923	0.08297028162439717	0.23187022900763354	0.24204545454545462	-0.026785714285715707	-0.022403982930297522	0.11176737846433361	-0.04497955474784181	0.13454693379436605	0.1826328800988864	0.11155747836835526	0.10467128027681641	-0.03231597845601369	-0.01339443073669348	0.02595628415300428	0.1287878787878789	0.19486581096849476	0.9718413320274243	0.919692737430168	0.11570853167337854	0.1470493389229278	-0.04295942720763826	0.1524584754152457	0.23435419440745653	0.1837878221890176	-0.030593325092707027	0.15668383340797143	0.20900299645873044	0.1238095238095238	0.22230922551252819	0.13726682887266708	0.9718413320274243	0.16872355430183342	0.05957943925233535	-0.05001984914648643	0.05102362204724413	0.15816326530612185	1.0	0.019886363636363605	0.14724576271186252	0.9718413320274243	-0.041870714985307124	-0.024674434544206456	0.11202531645569667	0.8955020445252163	0.15958531611148866	0.21330845771144302	0.13259229853116236	0.919692737430168	0.19107302724133546	-0.051428571428570324	-0.033932714617166265	0.049272486772485025	1.3376136971656849E-4	0.21330845771144302	0.11612632755729475	-0.04497955474784181	0.2731582065968795	0.13815381434773608	-0.03688524590164019	-0.04681404421326294	-0.04295942720763826	0.0447284345047913
negative regulation of growth	-0.03837471783295588	0.06907171139463286	-0.06341617191194282	0.45333211445287463	0.051527942578148134	-0.017436502377704846	-0.01541389153187476	-0.026257079114468982	-0.022032956859840327	-0.04350860865518986	-0.04350860865518986	-0.03672201283487888	0.04365904365904328	-0.02990564529026065	0.06907171139463286	-0.031549644293227104	-0.010581061692970628	0.028852920478535597	-0.015049711154637678	0.005138545596462071	0.017217544300614996	0.012286770845759765	0.07794145068058914	0.1019979535785449	-0.04161566707466473	-0.03318084109573984	-0.016942855019692976	0.0017485792793355717	-0.02990564529026065	-0.032344937862934346	-0.02197764637522701	-0.004854368932039455	-0.019335930519318544	1.0350895352337453E-4	0.017217544300614996	-0.02996199510944831	0.0636926469341015	-0.04820741340895185	0.0336742722265932	0.00783289817232147	0.019886363636363605	1.0	0.003789929615593077	0.017217544300614996	-0.04059318838758377	-0.024225151407197037	0.4406400000000002	0.010004653327128642	-0.03177081854575451	-0.021123096666782405	-0.0016204172574431398	0.012286770845759765	0.003977673702444819	-0.004854368932039455	-0.03308878574636755	-0.026257079114468982	0.03472551275976412	-0.021123096666782405	0.07761896989904206	0.1170311772917628	-0.06428500348293319	-0.03600921587408465	-0.035890218156228254	-0.04522278873863757	-0.04161566707466473	-0.02814569536423729
negative regulation of nucleobase-containing compound metabolic process	0.05360043313481311	-0.032108317214700824	0.20709184929820235	-0.029165001997603992	0.11512678519382107	0.2795871151450437	0.2916590284142993	-0.029624753127056366	-0.024356297842729385	0.08089668615984336	-0.05360623781676409	0.16163901458019106	-0.03435352904434725	0.023110555902560607	0.8220502901353965	0.01948842874543314	0.11399371069182533	0.16600566572238068	0.1545153780174002	0.23527549081697277	0.14152410575427662	0.13078070611635934	0.8318440292445166	0.17704744235356498	-0.05076142131979622	0.1836900568951506	0.3155252778773758	0.24992380371837872	-0.03435352904434725	0.18886899021903886	0.282799800962017	0.9033613445378156	0.26819989624762275	0.8777137793531243	0.14152410575427662	0.20357812725436494	-0.03487064116985397	0.09921671018276802	0.07125890736342046	0.9560439560439563	0.14724576271186252	0.003789929615593077	1.0	0.14152410575427662	-0.049248315189217386	0.09742895805141985	0.5947136563876655	0.12573099415204686	0.21805768426919314	0.28838069614931894	0.9399477806788515	0.13078070611635934	0.24507658643326038	-0.06302521008403374	0.016042780748662087	-0.029624753127056366	-0.0219068188830617	0.28838069614931894	0.149427944065642	-0.05360623781676409	0.21284575714955478	0.16609217413506952	0.009631728045325413	0.029990627928771257	-0.05076142131979622	-0.032051282051283145
positive regulation of nucleobase-containing compound metabolic process	0.36408194042981057	0.021692896639727923	0.19177303498527204	-0.05532515662225352	0.08756781984715009	0.22686250867770139	0.23694627709707813	-0.02727707768384215	-0.02274670771335538	0.1577896138482014	-0.04638260097647437	0.13011473246014837	0.17501120908683201	0.10626214317740179	0.0999574649085501	-0.03303390321645845	0.023735273735272615	0.023224950232247802	0.12437269783194455	0.19014084507042273	0.9451008473564868	0.947733212134985	0.11077144398489468	0.14257362012551647	-0.04423748544819633	0.14796114373525046	0.24626261138522698	0.19340823040158894	-0.03123598864145866	0.1521684492725292	0.21978357474812563	0.11869158878504603	0.21738205791656326	0.13181682725737498	0.9451008473564868	0.16415110928753543	0.05559661657222493	-0.051761043004475975	0.053900709219858074	0.15211970074812792	0.9718413320274243	0.017217544300614996	0.14152410575427662	1.0	-0.04308390022675707	-0.025090789039286507	0.10735524256651131	0.923435419440746	0.16805606578687088	0.22428330522765563	0.12726211325160408	0.947733212134985	0.20103257059085952	-0.010280373831775692	-0.03472515113172793	0.046099856436431885	-0.0032383847729829675	0.22428330522765563	0.12244375683409717	0.004660452729694794	0.26737234146819633	0.13370998116760843	-0.03782349037823632	4.2399830400723586E-4	-0.04423748544819633	0.04166666666666757
alcohol catabolic process	-0.04059318838758377	-0.017439387494682723	-0.06971215957831606	-0.05532515662225352	-0.07344962370923518	-0.07566955314406769	-0.07521206409048076	-0.02727707768384215	0.2919445869676758	-0.04638260097647437	0.8213493120284064	-0.08005888922733286	-0.03123598864145866	0.03751307726797157	-0.056571671629093365	0.033613445378149746	-0.05595980595980667	-0.03782349037823632	-0.08031939877876972	-0.07733557307145603	-0.04308390022675707	-0.04533575730030429	-0.054666426901635506	-0.07949364372686771	0.8661233993015139	-0.07924921793534942	-0.07555784667501306	-0.07783501955185888	-0.03123598864145866	-0.07905833728950826	-0.07669866684758611	-0.05327102803738172	-0.07609967036472547	-0.05095857753054485	-0.04308390022675707	-0.07851469769350264	-0.01995565410199662	-0.051761043004475975	-0.08384554767533493	-0.04738154613466424	-0.041870714985307124	-0.04059318838758377	-0.049248315189217386	-0.04308390022675707	1.0	-0.025090789039286507	-0.06541471048513296	-0.04638260097647437	-0.06592816571057163	-0.07650480090855943	-0.051761043004475975	-0.04533575730030429	-0.0775065332398495	-0.010280373831775692	-0.03472515113172793	-0.02727707768384215	-0.06404071112285951	-0.07650480090855943	-0.08089244585068509	-0.04638260097647437	-0.07076350093109815	-0.032427830663261714	-0.03782349037823632	4.2399830400723586E-4	0.8661233993015139	-0.029320987654319612
response to copper ion	-0.024225151407197037	-0.02913631633714808	0.04613112146346987	-0.028802094697796158	-0.007868188369103885	0.01950994700053773	0.021471172962225744	-0.018759770713915172	-0.01649970536240101	0.042236763831052605	-0.026174895895302197	0.0013439470691611964	0.08687529191966314	-0.020551144325081722	0.06659729448491164	-0.0213143872113696	0.36301661695781806	0.6885880077369431	0.011858700567810621	0.02790822487588911	-0.025090789039286507	0.04490925868963486	0.07423971377459787	0.0036192147400742527	-0.02547770700637045	0.0046088129496399234	0.019987604586302554	0.0251733881325453	-0.020551144325081722	0.005384042614123875	0.031424729280203685	0.07999999999999967	0.017678080665526983	0.08986469236660694	-0.025090789039286507	0.007603644921851385	-0.029441018500100526	0.08639523336643384	-0.006250000000000059	0.1059602649006605	-0.024674434544206456	-0.024225151407197037	0.09742895805141985	-0.025090789039286507	-0.025090789039286507	1.0	0.03416370106761532	0.042236763831052605	0.01926089226663549	0.03250161789027071	0.08639523336643384	0.04490925868963486	0.02696985721840262	0.025882352941176443	-0.022005924672025695	-0.018759770713915172	-0.03099832852150041	0.03250161789027071	-0.0019780530306602734	-0.026174895895302197	0.0412569474134246	0.001998632514594938	-0.023210831721472085	0.037388392857143356	-0.02547770700637045	-0.01970443349753478
negative regulation of biological process	-9.600000000002723E-4	-0.004527296937416599	0.08275174476570306	0.30094979647218484	0.14542815674891135	0.1880220646178095	0.1993553585817891	-0.03479789103690682	-0.027747747747747714	0.03818181818181764	-0.07333333333333246	0.10095923261390893	0.021612349914236398	0.021612349914236398	0.7549933422103863	-0.01355932203389844	0.04784946236559191	0.0965630114566285	0.14644744568408719	0.25100864553314145	0.10735524256651131	0.09831546707503878	0.7101369863013701	0.2573216520650815	-0.06811145510835907	0.09171974522293021	0.21996830427892242	0.28587412587412586	-0.04150943396226412	0.09722401549386726	0.2579536967886483	0.6787709497206702	0.2339244410177331	0.6293525179856115	0.10735524256651131	0.11265907568653742	-0.010196078431372985	0.04330484330484333	0.11581508515815092	0.5586206896551726	0.11202531645569667	0.4406400000000002	0.5947136563876655	0.10735524256651131	-0.06541471048513296	0.03416370106761532	1.0	0.09393939393939381	0.2088599348534204	0.23622641509433984	0.6461538461538461	0.09831546707503878	0.2584878744650501	-0.06648044692737437	-0.01708542713567771	-0.03479789103690682	0.0831981460023175	0.2501132075471702	0.2071628427532178	0.010303030303029908	0.08709055876685946	0.07273831208257463	-0.023895253682487835	-0.02373887240356034	-0.06811145510835907	-0.03819444444444441
positive regulation of cellular process	0.33108422522103337	0.012155591572122822	0.17641718781521065	-0.06088560885608955	0.07452764170748778	0.21210154334343034	0.2219330855018588	-0.02856318522792839	-0.023634131368937984	0.18845994188459952	-0.050228310502284323	0.12852379508942105	0.21747414262384207	0.09227000544365886	0.08670988654781123	-0.03493912122816139	0.052093636663369025	0.07212713936430393	0.1338485773358277	0.20557758730970954	0.923435419440746	0.9756045820958847	0.0969614202799591	0.12925242614908827	-0.04772234273318865	0.13458392409204964	0.23121639296613888	0.20777463402632534	-0.03293413173652689	0.1387440363918785	0.23621360525962706	0.10442477876106115	0.2189469262008122	0.11671037841888261	0.923435419440746	0.15057578224962204	0.044371276262150615	-0.056596839397279185	0.05529225908372834	0.1355140186915888	0.8955020445252163	0.010004653327128642	0.12573099415204686	0.923435419440746	-0.04638260097647437	0.042236763831052605	0.09393939393939381	1.0	0.19323156358738358	0.2410532045176213	0.11245865490628361	0.9756045820958847	0.21600807978790565	0.02300884955752273	-0.03683668212261716	0.03779572994806662	-0.012892519785550425	0.2410532045176213	0.10931267971431223	-0.0024906600249055967	0.2505271228675484	0.12047017759983582	-0.04034229828851001	0.0389972144846792	-0.04772234273318865	0.033613445378152494
regulation of cellular process	0.15107464296868378	-0.06495982568432507	0.5597310026950104	-0.10755424225012995	0.3757525946596839	0.7531325104417015	0.7728395061728395	-0.024973232630147068	-0.02992061876653792	0.08996520372656898	-0.09075092602985733	0.5698495419013198	0.03291766264435671	-0.020073150361432004	0.23573471333242518	-0.011032580589553479	0.0393644900633329	0.05519897304236192	0.5591942170281026	0.755805548025662	0.16805606578687088	0.18487891317188415	0.21159436187133238	0.55237606398905	-0.08288694671553389	0.6086244776633782	0.7902931687473698	0.7893490595541258	-0.046568556864326184	0.6214565692877408	0.8525877263259092	0.25867768595041307	0.8189353770636042	0.23441790796371814	0.16805606578687088	0.6563619185727154	-0.06016648138607973	0.07704654895666158	0.2944785276073619	0.20154539600772717	0.15958531611148866	-0.03177081854575451	0.21805768426919314	0.16805606578687088	-0.06592816571057163	0.01926089226663549	0.2088599348534204	0.19323156358738358	1.0	0.8414558489005307	0.24254165052305326	0.18487891317188415	0.7670702615114552	-0.007438016528925463	-0.041589039525352096	-0.011661891946638749	-0.1003338327681836	0.8414558489005307	0.4648870385109901	0.02542372881355941	0.5929507951542946	0.5627284057542408	-0.023534445870774467	-0.008602871347969377	-0.08288694671553389	-0.002598152424942662
regulation of nitrogen compound metabolic process	0.07460719364572868	-0.05815648793131379	0.6971345146423154	-0.09598877247951958	0.46151336621313016	0.9061870650317383	0.9288201160541587	-0.021233931320944255	-0.029565719649109867	0.03762416655327272	-0.08756293373248049	0.7028553910834722	0.052321244627570686	-0.013035910915355518	0.28462659970840726	-8.490766291658568E-4	0.08005983350676402	0.08337703198741463	0.6915623039820042	0.9049771556333236	0.22428330522765563	0.24597889560495823	0.28421673327655106	0.6849881000493959	-0.08021940349674346	0.6921925327768453	0.9470777726645191	0.9175154210299813	-0.04571448868681841	0.7055798111870529	0.9886017295636446	0.309240924092409	0.9652208977040754	0.2937485397683657	0.22428330522765563	0.7423149639380997	-0.05046476472290996	-0.047748886081000357	0.3518360375747224	0.26734216679657075	0.21330845771144302	-0.021123096666782405	0.28838069614931894	0.22428330522765563	-0.07650480090855943	0.03250161789027071	0.23622641509433984	0.2410532045176213	0.8414558489005307	1.0	0.31934561415175905	0.24597889560495823	0.9166142988350171	-0.085478547854786	-0.03738680009866422	-0.004762416299638798	-0.08407553637560085	0.9885375395579478	0.5940238290361216	-0.05626615866104241	0.7343512310552706	0.6448189900505196	-0.045271805628386896	0.013908581459725653	-0.08021940349674346	-0.008915834522111567
negative regulation of nitrogen compound metabolic process	0.044966578894065565	-0.038490007401924695	0.19208930805504734	-3.052037234848555E-4	0.11102047158450844	0.26453018483379037	0.2763110307414105	-0.030515863405184158	-0.024955436720142294	0.07019478133039261	-0.056596839397279185	0.18292804963474432	-0.03555760794273838	0.01754791041329921	0.8808290155440412	0.013989169675089293	0.10129245566576457	0.1499472016895448	0.17500366014347768	0.26439232409381663	0.12726211325160408	0.11720651563377611	0.8930564166150029	0.17580101180438448	-0.05343511450381783	0.1702562998061599	0.29997168742921876	0.27742870952150794	-0.03555760794273838	0.1753790574196727	0.3132751492880108	0.9632000000000002	0.30055354336089685	0.9419875567513034	0.12726211325160408	0.1899089399232576	-0.04139715394566651	0.08730158730158716	0.08000000000000003	0.8962655601659756	0.13259229853116236	-0.0016204172574431398	0.9399477806788515	0.12726211325160408	-0.051761043004475975	0.08639523336643384	0.6461538461538461	0.11245865490628361	0.24254165052305326	0.31934561415175905	1.0	0.11720651563377611	0.2735942531582859	-0.06719999999999925	0.010589013898081654	-0.030515863405184158	-0.03034285031656847	0.31934561415175905	0.14689213472791804	-0.056596839397279185	0.19787077826725435	0.15282223238327475	0.004223864836324782	0.02197023387668372	-0.05343511450381783	-0.033096926713947185
positive regulation of nitrogen compound metabolic process	0.34152451389717364	0.015232606010703802	0.1814530479434639	-0.05909439754412887	0.0788731846725121	0.21697874035710404	0.22689075630252126	-0.028162717925793786	-0.023359288097887215	0.19495120916419187	-0.049002969876960865	0.13293188948486998	0.22569785383644148	0.09664749614251587	0.09098394400988087	-0.03434178250204395	0.05579758713136679	0.07595731324545008	0.13825827602356489	0.21030676421511976	0.947733212134985	1.0	0.10140649418301785	0.13367526847251202	-0.04661487236403876	0.13902399038198834	0.23618713962484483	0.2124745511752731	-0.03240286155140797	0.1431986878318648	0.24110299316521308	0.10900900900900888	0.22381973494568821	0.12155065406282678	0.947733212134985	0.15507740750459198	0.04799808962827328	-0.05504587155963114	0.059668508287292865	0.1408114558472544	0.919692737430168	0.012286770845759765	0.13078070611635934	0.947733212134985	-0.04533575730030429	0.04490925868963486	0.09831546707503878	0.9756045820958847	0.18487891317188415	0.24597889560495823	0.11720651563377611	1.0	0.22075865999620012	0.026126126126127483	-0.036173313899560786	0.04038146326925878	-0.009748854025437185	0.24597889560495823	0.11368015414258205	-2.1213406873041836E-4	0.2560587042579897	0.1248682417667175	-0.039548022598869456	0.04225066016656597	-0.04661487236403876	0.03612716763005897
regulation of macromolecule metabolic process	0.0630012189645215	-0.07997576491972196	0.6426040019628156	-0.01658233250015256	0.457900586364159	0.8468859411213571	0.868244084682441	-0.022794650503986106	-0.029714134111560406	0.04178765307410689	-0.08887766696124257	0.6726472871560425	0.07434068451017616	-0.01596754139127033	0.3102090275674038	-0.0050873989042526085	0.06344961711438003	0.07168227316758104	0.7694210997824324	0.9891232384375296	0.20103257059085952	0.22075865999620012	0.32485322896281804	0.6957135297230553	-0.08132147395171556	0.6417764328942684	0.8749258453628632	0.9785567779228045	-0.046070283358418895	0.6547784398942607	0.9059598826302372	0.264	0.9045549968266368	0.2641485991178481	0.20103257059085952	0.690338186299119	-0.07334256638766795	-0.05400049541738929	0.39724137931034476	0.2402315484804633	0.19107302724133546	0.003977673702444819	0.24507658643326038	0.20103257059085952	-0.0775065332398495	0.02696985721840262	0.2584878744650501	0.21600807978790565	0.7670702615114552	0.9166142988350171	0.2735942531582859	0.22075865999620012	1.0	-0.0898461538461539	-0.03913410908145329	-0.022794650503986106	-0.0954910224582878	0.9166142988350171	0.6031680039911861	-0.059840929175608806	0.6784254678425466	0.5955802544175748	-0.04714239586696866	0.0046412443552431475	-0.08132147395171556	-0.026920551543007806
cellular response to chemical stimulus	-0.049514563106796514	0.02374100719424457	-0.10094786729857787	-0.07333333333333325	-0.11203883495145643	-0.11393728222996513	-0.11290322580645165	-0.031034482758621428	-0.025301204819275766	0.4707964601769906	-0.017699115044246896	-0.12418952618453874	0.06483516483516434	0.06483516483516434	-0.07553956834532317	0.060215053763440635	0.1941605839416056	0.047474747474747094	-0.11362530413625274	-0.10342679127725835	-0.05327102803738172	0.026126126126127483	-0.07218045112781878	-0.12283464566929099	-0.012844036697247386	-0.10991957104557654	-0.09754385964912303	-0.09129129129129093	0.0142857142857153	-0.10926430517711141	-0.08631921824104218	-0.06976744186046387	-0.11491525423728807	-0.06585365853658494	-0.05327102803738172	-0.10740740740740755	0.05104895104894971	0.1904000000000001	-0.0896661367249602	-0.06000000000000071	-0.051428571428570324	-0.004854368932039455	-0.06302521008403374	-0.010280373831775692	-0.010280373831775692	0.025882352941176443	-0.06648044692737437	0.02300884955752273	-0.007438016528925463	-0.085478547854786	-0.06719999999999925	0.026126126126127483	-0.0898461538461539	1.0	0.10421052631579036	0.021839080459769136	0.04502923976608182	-0.085478547854786	-0.1156321839080459	0.5522123893805311	-0.10316742081447908	-0.11215189873417697	0.18686868686868685	0.2923076923076927	0.029357798165136638	0.12134831460674164
response to nitric oxide	-0.03308878574636755	0.39159187529522876	-0.05017122356906074	-0.042261846123534584	-0.04746890874058528	-0.035919378448372424	-0.035111542192046645	-0.023669836131902818	-0.020181858505209857	-0.03683668212261716	-0.03683668212261716	-0.04352506920947407	-0.02659475543983405	0.23005393342012165	4.7236655644719805E-4	-0.02788702180907935	0.534143518518518	-0.031224979983988575	-0.04396837668653518	-0.03883687195041539	-0.03472515113172793	-0.036173313899560786	0.004429232937386747	-0.042560121600347556	-0.035470668485672985	-0.04214154667259642	-0.035722394611366996	-0.039704115824745555	0.7433513111400409	-0.041814115448857735	-0.0377260264463956	0.007368421052633241	-0.03667623859547118	0.012317776019887814	-0.03472515113172793	-0.04087891148360962	0.41555495053997576	0.010589013898081654	-0.04266666666666657	0.020172910662823656	-0.033932714617166265	-0.03308878574636755	0.016042780748662087	-0.03472515113172793	-0.03472515113172793	-0.022005924672025695	-0.01708542713567771	-0.03683668212261716	-0.041589039525352096	-0.03738680009866422	0.010589013898081654	-0.036173313899560786	-0.03913410908145329	0.10421052631579036	1.0	0.0693910580619061	0.018282706125062522	-0.03738680009866422	-0.04494039952225922	-0.03683668212261716	-0.050713479108920885	-0.0432470477829044	0.9263410728582852	0.691388143449621	-0.035470668485672985	0.153100775193798
nitrogen cycle metabolic process	0.05268577312510509	0.10861805201427803	-0.010078261359157207	-0.03172060237103488	-0.030124822308336296	-0.01991666348102006	-0.019188921859545495	0.0933727519093357	-0.017417749516175998	-0.02856318522792839	-0.02856318522792839	-0.026679739911239515	-0.02199511219728948	-0.02199511219728948	-0.03212646608872975	-0.022871664548919483	0.016068447412353897	-0.025069637883006687	-0.02706906500087835	-0.022529749966573157	0.046099856436431885	0.04038146326925878	-0.03150295340188162	-0.025830460241886843	-0.02773497688751992	-0.025461275307049676	-0.0197393785180047	-0.008578196018180781	-0.02199511219728948	-0.025172147775651077	-0.0053227114103425715	-0.031034482758621428	-0.020596827275080238	-0.030235162374018756	0.046099856436431885	-0.024344738346724612	0.10217624670635311	-0.030515863405184158	-0.03221266614542613	-0.028938906752411217	0.049272486772485025	-0.026257079114468982	-0.029624753127056366	0.046099856436431885	-0.02727707768384215	-0.018759770713915172	-0.03479789103690682	0.03779572994806662	-0.011661891946638749	-0.004762416299638798	-0.030515863405184158	0.04038146326925878	-0.022794650503986106	0.021839080459769136	0.0693910580619061	1.0	-0.03440521700022549	-0.021233931320944255	-0.02792087126290804	-0.02856318522792839	-0.011873211067529107	-0.026435303074055744	0.06035283194057666	0.03308923243829694	-0.02773497688751992	0.8387850467289728
response to host	-0.058688147295741996	0.10530702973048132	-0.07287532223086089	-0.06934285876282892	-0.13114024047863382	-0.07486956243398117	-0.06994266994266948	-0.03440521700022549	-0.027497496726487936	0.01646668368649508	-0.04225172325759519	-0.11548113116494566	0.05978538579458381	0.026206292430104045	-0.048068908030008725	-0.010952586828073041	0.005949708127526229	-0.02115851543531186	-0.1299274900210207	-0.09351300898378259	-0.0032383847729829675	-0.009748854025437185	-0.040783594913506464	-0.10783275331618512	-0.036577400391901396	-0.08094920129436547	-0.07365913334621113	-0.09932688500480757	0.026206292430104045	-0.06611806984193107	-0.08625230843752868	-0.035672514619883314	-0.07957567981975777	-0.02759161987562675	-0.0032383847729829675	-0.08252860504747223	0.09769519969487268	0.052084577708756574	-0.11188358932902182	-0.015965166908562364	1.3376136971656849E-4	0.03472551275976412	-0.0219068188830617	-0.0032383847729829675	-0.06404071112285951	-0.03099832852150041	0.0831981460023175	-0.012892519785550425	-0.1003338327681836	-0.08407553637560085	-0.03034285031656847	-0.009748854025437185	-0.0954910224582878	0.04502923976608182	0.018282706125062522	-0.03440521700022549	1.0	-0.08407553637560085	-0.12707082968058095	-0.04225172325759519	-0.08036630614983808	-0.07952184222749144	0.010752688172042266	0.03843753899912707	-0.0065316786414116755	-0.03772189349112454
regulation of primary metabolic process	0.07460719364572868	-0.07306010043738934	0.6971345146423154	-0.09598877247951958	0.46151336621313016	0.9061870650317383	0.9288201160541587	-0.021233931320944255	-0.029565719649109867	0.03762416655327272	-0.08756293373248049	0.7028553910834722	0.052321244627570686	-0.013035910915355518	0.299530212214482	-8.490766291658568E-4	0.08005983350676402	0.08337703198741463	0.6915623039820042	0.9049771556333236	0.22428330522765563	0.24597889560495823	0.28421673327655106	0.6849881000493959	-0.08021940349674346	0.6921925327768453	0.9470777726645191	0.9175154210299813	-0.04571448868681841	0.7055798111870529	0.9886017295636446	0.32442244224422406	0.9768139318027169	0.30910183238209676	0.22428330522765563	0.7423149639380997	-0.06526004309928929	-0.047748886081000357	0.3596925704526045	0.26734216679657075	0.21330845771144302	-0.021123096666782405	0.28838069614931894	0.22428330522765563	-0.07650480090855943	0.03250161789027071	0.2501132075471702	0.2410532045176213	0.8414558489005307	0.9885375395579478	0.31934561415175905	0.24597889560495823	0.9166142988350171	-0.085478547854786	-0.03738680009866422	-0.021233931320944255	-0.08407553637560085	1.0	0.5940238290361216	-0.05626615866104241	0.7343512310552706	0.6448189900505196	-0.045271805628386896	0.013908581459725653	-0.08021940349674346	-0.025320970042796213
nucleic acid metabolic process	0.02399216582340472	-0.0833428604092832	0.4329363594338167	0.20945899498178341	0.8249985733579351	0.6395060682439158	0.6185007974481659	-0.02792087126290804	-0.030198731700417078	-0.008023374455059944	-0.09335868657823938	0.497514631604265	0.01753233036824931	-0.025653061703476025	0.1690865439579281	-0.019130679420452972	-0.005539278520417499	0.02184834676948213	0.5778722046003153	0.5928101308006333	0.11174185142963501	0.11368015414258205	0.1822269119603616	0.8743474565982761	-0.08505693702068336	0.4907990413129139	0.6245176610270109	0.5856628152565535	-0.04724575773933855	0.5033915222129428	0.5851771071451041	0.13816091954022963	0.5924136621590261	0.14066283816508704	0.11174185142963501	0.5373278321735739	-0.08101941636815792	-0.07565774316914718	0.5961990950226245	0.14757591901971245	0.11612632755729475	0.07761896989904206	0.149427944065642	0.12244375683409717	-0.08089244585068509	-0.0019780530306602734	0.2071628427532178	0.10931267971431223	0.4648870385109901	0.5940238290361216	0.14689213472791804	0.11368015414258205	0.6031680039911861	-0.1156321839080459	-0.04494039952225922	-0.02792087126290804	-0.12707082968058095	0.5940238290361216	1.0	-0.061357944532047196	0.4610398142875913	0.44523728166268006	-0.05339408809440399	-0.03776204359294744	-0.08505693702068336	-0.03218984962405998
