NAME	transition metal ion transport	response to reactive oxygen species	DNA-binding transcription repressor activity	transcription, DNA-templated	regulation of transcription, DNA-templated	iron ion transport	cellular ion homeostasis	cellular iron ion homeostasis	response to oxidative stress	cellular response to starvation	response to heat	negative regulation of metabolic process	response to inorganic substance	response to metal ion	response to zinc ion	cellular response to iron ion starvation	gene expression	regulation of gene expression	regulation of macromolecule biosynthetic process	negative regulation of macromolecule biosynthetic process	sterol metabolic process	heterocycle biosynthetic process	regulation of metabolic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	cellular homeostasis	regulation of cellular metabolic process	positive regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	cellular response to stress	nucleobase-containing compound biosynthetic process	homeostatic process	alkane catabolic process	negative regulation of transcription, DNA-templated	response to cadmium ion	response to copper ion	transition metal ion transmembrane transporter activity	negative regulation of biological process	regulation of cellular process	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	response to host immune response	transition metal ion homeostasis	cellular response to superoxide	response to host	response to host iron concentration	regulation of primary metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	organic hydroxy compound metabolic process	secondary alcohol metabolic process
catechol-containing siderophore biosynthetic process	-0.04494382022471864	-0.03827751196172156	-0.03333333333333298	0.009132420091324358	0.009132420091324358	-0.03333333333333298	0.3716216216216224	0.419475655430712	0.14153846153846064	0.3716216216216224	-0.04494382022471864	0.0765957446808504	-0.0590062111801245	-0.05531914893617087	-0.03333333333333298	0.5550239234449758	-0.011715481171547915	-0.00722021660649832	0.004282655246252408	0.10966057441253245	-0.04729729729729644	0.03758169934640497	-0.010291595197255476	0.08823529411764677	1.0	0.27154046997389003	-0.0019588638589616786	-0.04729729729729644	0.004282655246252408	0.10966057441253245	0.16517055655296228	-0.00722021660649832	0.22675736961451268	-0.03333333333333298	0.12429378531073394	-0.03333333333333298	-0.04729729729729644	-0.03827751196172156	0.04778156996587056	-0.00722021660649832	0.0	0.09708737864077681	-0.04729729729729644	0.10966057441253245	0.19238476953907774	0.33230769230769136	-0.03333333333333298	0.16517055655296228	-0.03333333333333298	0.0	0.299435028248587	0.03726708074534127	0.07780320366132722	0.31663326653306567	-0.04729729729729644
cellular homeostasis	0.3201754385964909	0.08674304418985299	-0.05221932114882513	-0.1220268872802485	-0.1220268872802485	0.4334203655352476	0.8063844552394174	0.7280701754385969	0.017173051519153916	0.41915336571825107	-0.08771929824561493	0.0596061734965407	0.07682347863616695	-0.03938265034592859	-0.05221932114882513	0.5433715220949261	-0.1549676025917926	-0.14748923959827823	-0.12930751558910425	-0.008433734939758889	-0.09715475364330366	-0.10802223987291537	-0.10134949049848543	-0.05877680698967474	0.27154046997389003	1.0	-0.08205756276791208	-0.09715475364330366	-0.12930751558910425	-0.008433734939758889	0.2907530981887512	-0.14748923959827823	0.8970099667774087	-0.05221932114882513	0.003780718336483694	-0.05221932114882513	-0.09715475364330366	0.08674304418985299	0.014739751266697625	0.012625538020086294	-0.13592233009708782	-0.01961915753029491	-0.09715475364330366	-0.008433734939758889	0.14241803278688542	0.6314398943196832	0.10966057441253245	0.20209723546234526	0.10966057441253245	-0.13592233009708782	0.7069943289224956	-0.16400517911091972	-0.07057057057057096	0.04713114754098344	-0.09715475364330366
regulation of cellular metabolic process	-0.12190476190476221	0.03751617076325975	0.11949069539666993	0.876296887470072	0.876296887470072	-0.06268364348677748	-0.08241585404215201	-0.12190476190476221	0.0723192019950125	-0.14092481912551152	0.11428571428571412	0.4175365344467639	0.2353274737737453	0.19564569042648372	0.05876591576885412	-0.08279430789133267	0.7719470328592449	0.8368829867201204	0.9269059470788578	0.3735456215554196	-0.14092481912551152	0.6150474799123447	0.8851568288466289	0.6150474799123447	-0.0019588638589616786	-0.08205756276791208	1.0	0.2686379364580058	0.9269059470788578	0.3735456215554196	-0.1354651162790697	0.6970684039087951	-0.1191335740072199	-0.06268364348677748	0.33920296570898983	-0.0019588638589616786	0.09311104120792682	-0.08279430789133267	0.43701354857307595	0.9300927085943373	0.976	0.4072837632776934	0.2686379364580058	0.3735456215554196	-0.099940863394441	-0.1596009975062345	-0.0019588638589616786	-0.1354651162790697	-0.06268364348677748	0.976	-0.12048192771084387	0.6572157641054722	0.5565092989985694	-0.209934949733885	-0.14092481912551152
positive regulation of cellular metabolic process	-0.07466666666666805	0.13443640124095121	0.16216216216216264	0.26508620689655166	0.26508620689655166	-0.04729729729729644	-0.08139534883721039	-0.07466666666666805	0.20265003897116113	-0.08139534883721039	0.42133333333333317	0.2240762812872462	0.049256505576208344	0.11323003575685331	0.16216216216216264	-0.057911065149948295	0.21078565562551338	0.23770491803278704	0.24133242692046233	0.16099930603747406	-0.08139534883721039	0.15273311897106107	0.21936205931729158	0.15273311897106107	-0.04729729729729644	-0.09715475364330366	0.2686379364580058	1.0	0.24133242692046233	0.16099930603747406	0.07728459530026138	0.1832552693208433	-0.10506566604127644	-0.04729729729729644	0.1806167400881057	-0.04729729729729644	0.0730897009966767	-0.057911065149948295	0.2537612838515548	0.23770491803278704	0.28000000000000014	0.26578947368421063	1.0	0.2900763358778626	-0.005691519635742565	-0.08729540140296264	0.16216216216216264	-0.019843342036553104	-0.04729729729729644	0.28000000000000014	-0.09251101321585964	0.22211895910780702	0.1330309901738474	-0.11155378486055806	-0.08139534883721039
regulation of cellular biosynthetic process	-0.11971104231166159	-0.01621431089178721	0.13704496788008533	0.9489291598023065	0.9489291598023065	-0.06209850107066403	-0.13800135961930687	-0.11971104231166159	0.0315754114880753	-0.13800135961930687	0.07223942208462339	0.40989847715736055	0.1701368233194528	0.17385786802030453	0.07066381156316885	-0.0817765244977089	0.7921529674695805	0.8577256501784805	1.0	0.4200853298326223	-0.13800135961930687	0.6794682422451992	0.8136272545090182	0.6794682422451992	0.004282655246252408	-0.12930751558910425	0.9269059470788578	0.24133242692046233	1.0	0.4200853298326223	-0.17070924163340492	0.7628760836308008	-0.16361886429258926	-0.06209850107066403	0.38247011952191234	0.004282655246252408	0.051665533650577744	-0.0817765244977089	0.4349939246658567	0.8577256501784805	0.9508196721311476	0.4568462037637897	0.24133242692046233	0.4200853298326223	-0.07969877627863196	-0.15586160564326554	-0.06209850107066403	-0.11360147374884866	-0.06209850107066403	0.9508196721311476	-0.17330677290836685	0.7233789411064845	0.6205903527717782	-0.1964229683087542	-0.13800135961930687
negative regulation of cellular biosynthetic process	-0.08771929824561493	-0.06546644844517138	0.4334203655352476	0.390899689762151	0.390899689762151	-0.05221932114882513	-0.09715475364330366	-0.08771929824561493	0.017173051519153916	-0.09715475364330366	-0.08771929824561493	0.8515167642362961	0.15709969788519654	0.15859499733901	0.10966057441253245	-0.06546644844517138	0.2969762419006479	0.33285509325681506	0.4200853298326223	1.0	-0.09715475364330366	0.2366957903097696	0.3084549710823463	0.2366957903097696	0.10966057441253245	-0.008433734939758889	0.3735456215554196	0.16099930603747406	0.4200853298326223	1.0	-0.1525262154432797	0.27948350071736033	-0.029900332225913873	-0.05221932114882513	0.9413988657844992	-0.05221932114882513	0.16099930603747406	-0.06546644844517138	0.7001381851681255	0.33285509325681506	0.3883495145631068	0.9463358338141951	0.16099930603747406	0.8879518072289158	-0.04815573770491761	-0.1056803170409517	-0.05221932114882513	-0.06387035271687316	-0.05221932114882513	0.3883495145631068	-0.11342155009451808	0.3176521363832542	0.20870870870870878	-0.04815573770491761	-0.09715475364330366
cellular response to stress	-0.0032362459546918325	0.24826789838337152	-0.05745062836624757	-0.1569377990430621	-0.1569377990430621	0.05385996409335786	0.27154046997389036	0.2977346278317154	0.34109311740890663	0.5629242819843344	0.19741100323624633	-0.18237615081104805	-0.018889308651303505	-0.1008329679964926	-0.05745062836624757	0.35565819861431835	-0.17288491854965793	-0.15512006624344482	-0.17070924163340492	-0.1525262154432797	-0.11697127937336871	-0.08223429014740087	-0.16715620827770322	-0.03413498836307224	0.16517055655296228	0.2907530981887512	-0.1354651162790697	0.07728459530026138	-0.17070924163340492	-0.1525262154432797	1.0	-0.10378139663262481	0.24594594594594532	-0.05745062836624757	-0.1413843888070693	-0.05745062836624757	-0.019843342036553104	-0.07390300230946899	-0.1417821782178213	-0.10378139663262481	-0.12844036697247682	-0.16303844372394696	0.07728459530026138	-0.1525262154432797	0.2058070025619126	0.24696356275303627	0.27648114901256726	0.24512987012987006	0.05385996409335786	-0.12844036697247682	0.22385861561119294	-0.1594257650170004	-0.05629629629629607	0.04696840307429527	-0.019843342036553104
nucleobase-containing compound biosynthetic process	-0.12378426171529602	-0.028084852106363963	0.10469314079422362	0.8080495356037154	0.8080495356037154	-0.06317689530685928	-0.14344262295081975	-0.12378426171529602	-5.815644082583643E-4	-0.0889929742388757	0.04067197170645419	0.2673044456949917	0.09317443120260026	0.1102982554867757	0.04873646209386265	-0.08365700627427548	0.5720513441511261	0.6334975369458127	0.7628760836308008	0.27948350071736033	-0.14344262295081975	0.9104046242774567	0.5923039454456891	0.9104046242774567	-0.00722021660649832	-0.14748923959827823	0.6970684039087951	0.1832552693208433	0.7628760836308008	0.27948350071736033	-0.10378139663262481	1.0	-0.18521665250637187	-0.06317689530685928	0.3015597920277296	-0.00722021660649832	0.01990632318501177	-0.08365700627427548	0.285792649478881	0.6334975369458127	0.7187500000000002	0.31071835803876857	0.1832552693208433	0.33285509325681506	-0.11797595750629049	-0.16283803431230007	-0.06317689530685928	-0.15512006624344482	-0.06317689530685928	0.7187500000000002	-0.18197573656845778	0.5969664138678225	0.8457711442786069	-0.22197372099524765	-0.14344262295081975
homeostatic process	0.39215686274509753	0.06465517241379318	-0.05442176870748246	-0.15508559919436044	-0.15508559919436044	0.3673469387755102	0.7091932457786118	0.6352941176470589	-0.0035971223021580455	0.3602251407129453	-0.09411764705882321	0.029806259314456067	0.11866501854140885	0.029806259314456067	0.0861678004535151	0.4655172413793101	-0.19422150882825057	-0.18521665250637187	-0.16361886429258926	-0.029900332225913873	-0.10506566604127644	-0.14814814814814847	-0.1406377759607523	-0.09929078014184432	0.22675736961451268	0.8970099667774087	-0.1191335740072199	-0.10506566604127644	-0.16361886429258926	-0.029900332225913873	0.24594594594594532	-0.18521665250637187	1.0	-0.05442176870748246	-0.017271157167530242	0.0861678004535151	0.011257035647280034	0.1982758620689655	-0.015727391874180714	-0.027187765505522432	-0.17142857142857124	-0.04160000000000048	-0.10506566604127644	-0.029900332225913873	0.10662824207492773	0.7769784172661873	0.0861678004535151	0.1621621621621616	0.0861678004535151	-0.17142857142857124	0.8393782383419691	-0.1878862793572312	-0.11210762331838553	0.017291066282420588	-0.10506566604127644
alkane catabolic process	-0.04494382022471864	-0.03827751196172156	-0.03333333333333298	-0.06164383561643812	-0.06164383561643812	-0.03333333333333298	-0.04729729729729644	-0.04494382022471864	-0.04923076923077012	-0.04729729729729644	-0.04494382022471864	-0.05531914893617087	-0.0590062111801245	-0.05531914893617087	-0.03333333333333298	-0.03827751196172156	-0.06359832635983237	-0.06317689530685928	-0.06209850107066403	-0.05221932114882513	-0.04729729729729644	-0.06372549019607862	-0.06346483704974257	-0.06372549019607862	-0.03333333333333298	-0.05221932114882513	-0.06268364348677748	-0.04729729729729644	-0.06209850107066403	-0.05221932114882513	-0.05745062836624757	-0.06317689530685928	-0.05442176870748246	1.0	-0.05084745762711909	-0.03333333333333298	-0.04729729729729644	-0.03827751196172156	-0.05802047781569926	-0.06317689530685928	-0.06249999999999994	-0.05339805825242693	-0.04729729729729644	-0.05221932114882513	-0.05611222444889815	-0.04923076923077012	-0.03333333333333298	-0.05745062836624757	-0.03333333333333298	-0.06249999999999994	-0.05084745762711909	-0.0590062111801245	-0.0640732265446223	-0.05611222444889815	-0.04729729729729644
negative regulation of transcription, DNA-templated	-0.08391608391608468	-0.06332453825857456	0.47457627118644	0.4150943396226414	0.4150943396226414	-0.05084745762711909	-0.09251101321585964	-0.08391608391608468	0.029227557411272358	-0.09251101321585964	-0.08391608391608468	0.7947019867549671	0.1777188328912469	0.1788079470198674	0.12429378531073394	-0.06332453825857456	0.2685109845402767	0.3015597920277296	0.38247011952191234	0.9413988657844992	-0.09251101321585964	0.2583732057416267	0.2790697674418605	0.2583732057416267	0.12429378531073394	0.003780718336483694	0.33920296570898983	0.1806167400881057	0.38247011952191234	0.9413988657844992	-0.1413843888070693	0.3015597920277296	-0.017271157167530242	-0.05084745762711909	1.0	-0.05084745762711909	0.1806167400881057	-0.06332453825857456	0.6477272727272728	0.3015597920277296	0.3529411764705884	0.888086642599278	0.1806167400881057	0.9413988657844992	-0.03497615262321128	-0.10020876826722457	-0.05084745762711909	-0.050073637702503344	-0.05084745762711909	0.3529411764705884	-0.10714285714285669	0.3421750663129974	0.23024830699774265	-0.03497615262321128	-0.09251101321585964
response to cadmium ion	-0.04494382022471864	-0.03827751196172156	-0.03333333333333298	0.009132420091324358	0.009132420091324358	-0.03333333333333298	-0.04729729729729644	-0.04494382022471864	-0.04923076923077012	-0.04729729729729644	-0.04494382022471864	-0.05531914893617087	0.2298136645962728	0.34042553191489294	0.31111111111111006	-0.03827751196172156	-0.011715481171547915	-0.00722021660649832	0.004282655246252408	-0.05221932114882513	-0.04729729729729644	-0.013071895424836827	-0.010291595197255476	-0.013071895424836827	-0.03333333333333298	-0.05221932114882513	-0.0019588638589616786	-0.04729729729729644	0.004282655246252408	-0.05221932114882513	-0.05745062836624757	-0.00722021660649832	0.0861678004535151	-0.03333333333333298	-0.05084745762711909	1.0	0.16216216216216264	-0.03827751196172156	-0.05802047781569926	-0.00722021660649832	0.0	-0.05339805825242693	-0.04729729729729644	-0.05221932114882513	-0.05611222444889815	0.14153846153846064	-0.03333333333333298	-0.05745062836624757	-0.03333333333333298	0.0	0.12429378531073394	0.03726708074534127	-0.016781083142639125	-0.05611222444889815	-0.04729729729729644
response to copper ion	0.09066666666666613	0.13443640124095121	0.3716216216216224	0.06465517241379316	0.06465517241379316	-0.04729729729729644	-0.08139534883721039	-0.07466666666666805	0.057677318784098944	-0.08139534883721039	0.09066666666666613	0.11323003575685331	0.48141263940520485	0.6674612634088201	0.16216216216216264	-0.057911065149948295	0.058034492198193205	0.07435597189695552	0.051665533650577744	0.16099930603747406	-0.08139534883721039	0.0032154340836013408	0.06323447118074975	0.0032154340836013408	-0.04729729729729644	-0.09715475364330366	0.09311104120792682	0.0730897009966767	0.051665533650577744	0.16099930603747406	-0.019843342036553104	0.01990632318501177	0.011257035647280034	-0.04729729729729644	0.1806167400881057	0.16216216216216264	1.0	0.13443640124095121	0.06720160481444372	0.07435597189695552	0.09999999999999973	0.14342105263157917	0.0730897009966767	0.16099930603747406	-0.11155378486055806	0.057677318784098944	0.16216216216216264	-0.11697127937336871	-0.04729729729729644	0.09999999999999973	0.04405286343612273	0.1356877323420075	-0.007558578987150424	-0.11155378486055806	-0.08139534883721039
transition metal ion transmembrane transporter activity	0.7891156462585026	-0.04494382022471848	-0.03827751196172156	-0.08098987626546675	-0.08098987626546675	0.25837320574162703	0.13443640124095121	0.15646258503401353	-0.06083650190113986	-0.057911065149948295	-0.05442176870748397	-0.07041299932295185	0.017111222949169176	0.05551794177386594	-0.03827751196172156	-0.04494382022471848	-0.08439755691282604	-0.08365700627427548	-0.0817765244977089	-0.06546644844517138	-0.057911065149948295	-0.08462164361269313	-0.08416263861245357	-0.08462164361269313	-0.03827751196172156	0.08674304418985299	-0.08279430789133267	-0.057911065149948295	-0.0817765244977089	-0.06546644844517138	-0.07390300230946899	-0.08365700627427548	0.1982758620689655	-0.03827751196172156	-0.06332453825857456	-0.03827751196172156	0.13443640124095121	1.0	-0.07484865162355554	-0.08365700627427548	-0.08247422680412386	-0.06732976281560794	-0.057911065149948295	-0.06546644844517138	-0.07170294494238089	0.29277566539923977	-0.03827751196172156	-0.07390300230946899	-0.03827751196172156	-0.08247422680412386	0.2638522427440635	-0.07649723200805271	-0.08523592085235922	-0.07170294494238089	-0.057911065149948295
negative regulation of biological process	-0.10542635658914765	-0.07484865162355554	0.2593856655290103	0.41398865784499067	0.41398865784499067	-0.05802047781569926	-0.026078234704112302	-0.10542635658914765	0.04870920603994145	-0.11935807422266842	-0.00930232558139576	0.8415672913117548	0.03626943005181355	0.04940374787052775	0.04778156996587056	-0.07484865162355554	0.343185979597175	0.3878222709818979	0.4349939246658567	0.7001381851681255	-0.11935807422266842	0.23338485316847	0.40701381509032936	0.23338485316847	0.04778156996587056	0.014739751266697625	0.43701354857307595	0.2537612838515548	0.4349939246658567	0.7001381851681255	-0.1417821782178213	0.285792649478881	-0.015727391874180714	-0.05802047781569926	0.6477272727272728	-0.05802047781569926	0.06720160481444372	-0.07484865162355554	1.0	0.3878222709818979	0.4000000000000001	0.7497757847533633	0.2537612838515548	0.7001381851681255	0.034067303697548804	-0.13248904042864149	-0.05802047781569926	0.005544554455445827	-0.05802047781569926	0.4000000000000001	-0.05681818181818237	0.17394522575869753	0.1980783444198079	-0.12048192771084276	-0.11935807422266842
regulation of cellular process	-0.12378426171529602	0.08305945622945908	0.10469314079422362	0.8080495356037154	0.8080495356037154	-0.06317689530685928	-0.0889929742388757	-0.12378426171529602	0.10758941552776947	-0.14344262295081975	0.09549071618037104	0.37197523916713565	0.24431202600216675	0.16263365222284748	0.04873646209386265	-0.08365700627427548	0.7071930249455073	0.7709359605911332	0.8577256501784805	0.33285509325681506	-0.14344262295081975	0.5520231213872832	0.8188017535314176	0.5520231213872832	-0.00722021660649832	0.012625538020086294	0.9300927085943373	0.23770491803278704	0.8577256501784805	0.33285509325681506	-0.10378139663262481	0.6334975369458127	-0.027187765505522432	-0.06317689530685928	0.3015597920277296	-0.00722021660649832	0.07435597189695552	-0.08365700627427548	0.3878222709818979	1.0	0.9062500000000001	0.3637400228050171	0.23770491803278704	0.33285509325681506	-0.11797595750629049	-0.16283803431230007	0.04873646209386265	-0.15512006624344482	-0.06317689530685928	0.9062500000000001	-0.12824956672443702	0.5969664138678225	0.4932480454868514	-0.22197372099524765	-0.14344262295081975
regulation of nitrogen compound metabolic process	-0.12121212121212145	0.04123711340206161	0.12499999999999988	0.9000000000000001	0.9000000000000001	-0.06249999999999994	-0.14000000000000046	-0.12121212121212145	0.07920792079207904	-0.14000000000000046	0.1212121212121211	0.37735849056603776	0.24999999999999994	0.20754716981132093	0.06249999999999994	-0.08247422680412386	0.7938931297709926	0.8593750000000001	0.9508196721311476	0.3883495145631068	-0.14000000000000046	0.6363636363636362	0.8615384615384617	0.6363636363636362	0.0	-0.13592233009708782	0.976	0.28000000000000014	0.9508196721311476	0.3883495145631068	-0.12844036697247682	0.7187500000000002	-0.17142857142857124	-0.06249999999999994	0.3529411764705884	0.0	0.09999999999999973	-0.08247422680412386	0.4000000000000001	0.9062500000000001	1.0	0.42307692307692296	0.28000000000000014	0.3883495145631068	-0.09345794392523364	-0.15841584158415875	0.0	-0.12844036697247682	-0.06249999999999994	1.0	-0.17647058823529432	0.6785714285714287	0.5777777777777777	-0.2056074766355139	-0.14000000000000046
negative regulation of nitrogen compound metabolic process	-0.09109730848861312	-0.06732976281560794	0.3980582524271843	0.4306122448979593	0.4306122448979593	-0.05339805825242693	-0.10131578947368367	-0.09109730848861312	0.00628535512256483	-0.10131578947368367	-0.09109730848861312	0.9044193216855088	0.1374367622259694	0.1397738951695781	0.09708737864077681	-0.06732976281560794	0.32518140284869645	0.3637400228050171	0.4568462037637897	0.9463358338141951	-0.10131578947368367	0.26424050632911383	0.3375342465753425	0.26424050632911383	0.09708737864077681	-0.01961915753029491	0.4072837632776934	0.26578947368421063	0.4568462037637897	0.9463358338141951	-0.16303844372394696	0.31071835803876857	-0.04160000000000048	-0.05339805825242693	0.888086642599278	-0.05339805825242693	0.14342105263157917	-0.06732976281560794	0.7497757847533633	0.3637400228050171	0.42307692307692296	1.0	0.26578947368421063	0.9463358338141951	-0.060485870104115366	-0.11062225015713328	-0.05339805825242693	-0.07688744789254308	-0.05339805825242693	0.42307692307692296	-0.11913357400722023	0.29426644182124784	0.23370786516853928	-0.060485870104115366	-0.10131578947368367
positive regulation of nitrogen compound metabolic process	-0.07466666666666805	0.13443640124095121	0.16216216216216264	0.26508620689655166	0.26508620689655166	-0.04729729729729644	-0.08139534883721039	-0.07466666666666805	0.20265003897116113	-0.08139534883721039	0.42133333333333317	0.2240762812872462	0.049256505576208344	0.11323003575685331	0.16216216216216264	-0.057911065149948295	0.21078565562551338	0.23770491803278704	0.24133242692046233	0.16099930603747406	-0.08139534883721039	0.15273311897106107	0.21936205931729158	0.15273311897106107	-0.04729729729729644	-0.09715475364330366	0.2686379364580058	1.0	0.24133242692046233	0.16099930603747406	0.07728459530026138	0.1832552693208433	-0.10506566604127644	-0.04729729729729644	0.1806167400881057	-0.04729729729729644	0.0730897009966767	-0.057911065149948295	0.2537612838515548	0.23770491803278704	0.28000000000000014	0.26578947368421063	1.0	0.2900763358778626	-0.005691519635742565	-0.08729540140296264	0.16216216216216264	-0.019843342036553104	-0.04729729729729644	0.28000000000000014	-0.09251101321585964	0.22211895910780702	0.1330309901738474	-0.11155378486055806	-0.08139534883721039
negative regulation of RNA metabolic process	-0.08771929824561493	-0.06546644844517138	0.4334203655352476	0.4550155118924509	0.4550155118924509	-0.05221932114882513	-0.09715475364330366	-0.08771929824561493	0.017173051519153916	-0.09715475364330366	-0.08771929824561493	0.8515167642362961	0.15709969788519654	0.15859499733901	0.10966057441253245	-0.06546644844517138	0.2969762419006479	0.33285509325681506	0.4200853298326223	0.8879518072289158	-0.09715475364330366	0.28594122319301024	0.3084549710823463	0.28594122319301024	0.10966057441253245	-0.008433734939758889	0.3735456215554196	0.2900763358778626	0.4200853298326223	0.8879518072289158	-0.1525262154432797	0.33285509325681506	-0.029900332225913873	-0.05221932114882513	0.9413988657844992	-0.05221932114882513	0.16099930603747406	-0.06546644844517138	0.7001381851681255	0.33285509325681506	0.3883495145631068	0.9463358338141951	0.2900763358778626	1.0	-0.04815573770491761	-0.1056803170409517	-0.05221932114882513	-0.06387035271687316	-0.05221932114882513	0.3883495145631068	-0.11342155009451808	0.3176521363832542	0.2552552552552553	-0.04815573770491761	-0.09715475364330366
response to host immune response	-0.09929078014184334	0.047375160051216295	-0.05611222444889815	-0.06476938174681095	-0.06476938174681095	-0.05611222444889815	0.20603301081388722	0.23049645390070903	0.08122941822173466	0.20603301081388722	0.12056737588652511	-0.08290638099673948	-0.13638155301537233	-0.16953889147647858	-0.05611222444889815	0.28553137003841206	-0.1341463414634145	-0.11797595750629049	-0.07969877627863196	-0.04815573770491761	-0.005691519635742565	-0.09069585613760757	-0.12894523873752362	-0.04222048475371394	0.19238476953907774	0.14241803278688542	-0.099940863394441	-0.005691519635742565	-0.07969877627863196	-0.04815573770491761	0.2058070025619126	-0.11797595750629049	0.10662824207492773	-0.05611222444889815	-0.03497615262321128	-0.05611222444889815	-0.11155378486055806	-0.07170294494238089	0.034067303697548804	-0.11797595750629049	-0.09345794392523364	-0.060485870104115366	-0.005691519635742565	-0.04815573770491761	1.0	0.18331503841931956	-0.05611222444889815	0.9205807002561913	0.06813627254508979	-0.09345794392523364	0.16216216216216253	-0.06306661411115484	-0.06101190476190474	0.15913200723327314	0.10017074558907232
transition metal ion homeostasis	0.5373134328358209	-0.06083650190113986	-0.04923076923077012	-0.15302869287991527	-0.15302869287991527	0.5230769230769227	0.782540919719408	0.8457711442786072	-0.09411764705882456	0.49259547934528447	-0.07960199004975187	-0.1191977077363895	0.030811055731762665	0.09398280802292307	0.14153846153846064	0.6463878326996197	-0.16566757493188036	-0.16283803431230007	-0.15586160564326554	-0.1056803170409517	-0.08729540140296264	-0.11689351481184958	-0.16476482048427515	-0.06725380304243381	0.33230769230769136	0.6314398943196832	-0.1596009975062345	-0.08729540140296264	-0.15586160564326554	-0.1056803170409517	0.24696356275303627	-0.16283803431230007	0.7769784172661873	-0.04923076923077012	-0.10020876826722457	0.14153846153846064	0.057677318784098944	0.29277566539923977	-0.13248904042864149	-0.16283803431230007	-0.15841584158415875	-0.11062225015713328	-0.08729540140296264	-0.1056803170409517	0.18331503841931956	1.0	-0.04923076923077012	0.24696356275303627	0.14153846153846064	-0.15841584158415875	0.9352818371607516	-0.1377435432714094	-0.07541478129713433	0.08122941822173466	-0.08729540140296264
cellular response to superoxide	-0.04494382022471864	0.8516746411483253	-0.03333333333333298	-0.06164383561643812	-0.06164383561643812	-0.03333333333333298	-0.04729729729729644	-0.04494382022471864	0.5230769230769227	-0.04729729729729644	0.18726591760299732	-0.05531914893617087	0.2298136645962728	0.0765957446808504	-0.03333333333333298	-0.03827751196172156	-0.011715481171547915	-0.00722021660649832	-0.06209850107066403	-0.05221932114882513	-0.04729729729729644	-0.06372549019607862	-0.010291595197255476	-0.06372549019607862	-0.03333333333333298	0.10966057441253245	-0.0019588638589616786	0.16216216216216264	-0.06209850107066403	-0.05221932114882513	0.27648114901256726	-0.06317689530685928	0.0861678004535151	-0.03333333333333298	-0.05084745762711909	-0.03333333333333298	0.16216216216216264	-0.03827751196172156	-0.05802047781569926	0.04873646209386265	0.0	-0.05339805825242693	0.16216216216216264	-0.05221932114882513	-0.05611222444889815	-0.04923076923077012	1.0	-0.05745062836624757	-0.03333333333333298	0.0	-0.05084745762711909	-0.0590062111801245	-0.0640732265446223	-0.05611222444889815	-0.04729729729729644
response to host	-0.0032362459546918325	0.03348729792147834	-0.05745062836624757	-0.09760765550239234	-0.09760765550239234	0.05385996409335786	0.27154046997389036	0.2977346278317154	0.05870445344129557	0.27154046997389036	0.09708737864077725	-0.1008329679964926	-0.1594257650170004	-0.18237615081104805	-0.05745062836624757	0.35565819861431835	-0.17288491854965793	-0.15512006624344482	-0.11360147374884866	-0.06387035271687316	-0.019843342036553104	-0.13033359193172975	-0.16715620827770322	-0.08223429014740087	0.16517055655296228	0.20209723546234526	-0.1354651162790697	-0.019843342036553104	-0.11360147374884866	-0.06387035271687316	0.24512987012987006	-0.15512006624344482	0.1621621621621616	-0.05745062836624757	-0.050073637702503344	-0.05745062836624757	-0.11697127937336871	-0.07390300230946899	0.005544554455445827	-0.15512006624344482	-0.12844036697247682	-0.07688744789254308	-0.019843342036553104	-0.06387035271687316	0.9205807002561913	0.24696356275303627	-0.05745062836624757	1.0	0.27648114901256726	-0.12844036697247682	0.22385861561119294	-0.08915753683415195	-0.10222222222222194	0.12638770281810394	0.07728459530026138
response to host iron concentration	0.18726591760299732	-0.03827751196172156	-0.03333333333333298	-0.06164383561643812	-0.06164383561643812	0.31111111111111006	0.16216216216216264	0.18726591760299732	-0.04923076923077012	0.16216216216216264	-0.04494382022471864	-0.05531914893617087	-0.0590062111801245	-0.05531914893617087	-0.03333333333333298	0.25837320574162703	-0.06359832635983237	-0.06317689530685928	-0.06209850107066403	-0.05221932114882513	-0.04729729729729644	-0.06372549019607862	-0.06346483704974257	-0.06372549019607862	-0.03333333333333298	0.10966057441253245	-0.06268364348677748	-0.04729729729729644	-0.06209850107066403	-0.05221932114882513	0.05385996409335786	-0.06317689530685928	0.0861678004535151	-0.03333333333333298	-0.05084745762711909	-0.03333333333333298	-0.04729729729729644	-0.03827751196172156	-0.05802047781569926	-0.06317689530685928	-0.06249999999999994	-0.05339805825242693	-0.04729729729729644	-0.05221932114882513	0.06813627254508979	0.14153846153846064	-0.03333333333333298	0.27648114901256726	1.0	-0.06249999999999994	0.12429378531073394	-0.0590062111801245	-0.0640732265446223	-0.05611222444889815	-0.04729729729729644
