NAME	double-strand break repair via homologous recombination	exonuclease activity	inorganic phosphate transmembrane transporter activity	carbohydrate metabolic process	organic acid metabolic process	generation of precursor metabolites and energy	tricarboxylic acid cycle	double-strand break repair	lysine metabolic process	threonine metabolic process	NADPH regeneration	transport	phosphate ion transport	organelle organization	NADH dehydrogenase (ubiquinone) activity	aerobic respiration	aspartate family amino acid metabolic process	aspartate family amino acid biosynthetic process	primary active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity	organic cation transport	peptide transport	energy derivation by oxidation of organic compounds	cellular component organization	carbohydrate biosynthetic process	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	carboxylic acid metabolic process	cellular component assembly	active transmembrane transporter activity	DNA duplex unwinding	oxoacid metabolic process	dicarboxylic acid metabolic process	cellular carbohydrate metabolic process	cellular polysaccharide metabolic process	cellular respiration	nucleoside monophosphate kinase activity	chromosome organization	transmembrane transport	organic substance transport	Actinobacterium-type cell wall biogenesis	DIM/DIP cell wall layer assembly	carbohydrate derivative metabolic process
DNA duplex unwinding	0.41193021947101993	0.31169395739747924	-0.020042949176806973	-0.05260622410636844	-0.046539027982326876	-0.05051798393667844	-0.03513174404015069	0.4019784172661866	-0.023610980980041184	-0.018002571795971204	-0.023610980980041184	-0.05578148410359432	-0.026627474712545555	0.7068723702664792	-0.026627474712545555	-0.041401111507674775	-0.03866958223040707	-0.03340585304232006	-0.043573782497253036	-0.030368763557483008	-0.021904948171326762	-0.023610980980041184	-0.04432327851552285	0.2271853276142584	-0.04187437686939269	0.23111510791366582	0.2713978934451357	-0.04601365079751305	-0.04625550660793046	-0.04653859533841042	1.0	-0.046367630773627495	-0.0403867727976916	-0.047332059385564895	-0.03803673734569854	-0.04276033215615164	-0.015756893640969178	0.8707131192161125	-0.05452775073028281	-0.04805099289041499	-0.043573782497253036	-0.03592046183450891	-0.055177355786456356
oxoacid metabolic process	-0.020888674233276866	-0.065717779175916	-0.02915332579022095	-0.05570432689701554	0.9909307875894989	-0.02719217504130961	0.023349797934441162	-0.03007248547295258	0.06522991264279514	0.04368949595534577	-0.025967169050590617	-0.3990018816984373	-0.04552958346292826	-0.09016393442622961	-0.04552958346292826	-0.017272684948088975	0.1699991790878493	0.12170491181490585	-0.12492924065110181	-0.057679713268477435	-0.033266431910776356	-0.03736680426226376	-0.02310554141374558	-0.18352961219839428	-0.054390144691730875	-0.04145450188701827	-0.02915332579022095	0.9817265522812958	-0.014065050860228644	-0.15877430975125978	-0.046367630773627495	1.0	0.1903850194961358	-0.07281889477805902	-0.09346738389983811	-0.018214894036128502	-0.020888674233276866	-0.06246375610968414	-0.3539311070207731	-0.15937443500271173	0.07261930892665316	0.06406701669518021	-0.09920614330929278
dicarboxylic acid metabolic process	-0.01808439383791096	-0.044169520985635966	-0.023966522952066614	-0.07143639270306357	0.18728323699421953	-0.03719783183908477	0.04197080291970851	-0.03169944232462707	0.4281930901649215	0.10266432154256808	-0.029252437703140635	-0.10246840008782104	-0.034028414298810726	-0.05781584582441243	-0.034028414298810726	0.013341855077094717	0.35780016572898904	0.33440096086477755	-0.06765171892847859	-0.0403867727976916	-0.026678194281478825	-0.029252437703140635	-0.0015724956220294348	-0.05894086357947429	-0.0636417206835598	-0.03169944232462707	-0.023966522952066614	0.19677519232143273	-0.012062805257810795	-0.07507759958613593	-0.0403867727976916	0.1903850194961358	1.0	-0.07716442483924123	-0.05518038030922428	0.006540670038406963	-0.01808439383791096	-0.04764005293339388	-0.09831588529813406	-0.07909368087523211	-0.032646744537382186	-0.006119086843964453	-0.10044812716665276
cellular carbohydrate metabolic process	-0.019356196086681206	-0.052612767174207674	-0.026252496840733025	0.7061325496867994	-0.07426160337552763	0.06241775594350369	0.037834311806913955	-0.03582554517133889	-0.032731153891766326	-0.02285903594500581	0.04237656639127069	-0.14931151291188255	-0.03882899129033613	-0.07319013524264194	-0.03882899129033613	0.005522347301028593	-0.07112943753624036	-0.05514615140509684	-0.06245698554714432	-0.047332059385564895	-0.029541623183751753	-0.032731153891766326	0.06700712722375012	0.019893127347759075	0.6010797840431914	-0.03582554517133889	-0.026252496840733025	-0.08082978158171351	-0.05177140447068718	-0.07844672355750493	-0.047332059385564895	-0.07281889477805902	-0.07716442483924123	1.0	0.6436609152288071	-0.0027561132938489752	-0.019356196086681206	-0.05761202337879211	-0.13715710723192007	-0.11098800994657403	-0.03521449873824339	-0.06235174517112996	0.15364176305095356
cellular polysaccharide metabolic process	-0.017597551644989662	-0.04137388273652206	-0.02311889718552634	0.41142676909906045	-0.09360465116279083	-5.330064227320137E-5	-0.04581673306772829	-0.0302333223792279	-0.027999458947651858	-0.020445958959922017	-0.027999458947651858	-0.07346341152879024	-0.032344668882638844	-0.05311778290993183	-0.032344668882638844	-0.05709150047077018	-0.05202393855143364	-0.04292458008562755	-0.02406804907686825	-0.03803673734569854	-0.025632095841748494	-0.027999458947651858	0.0452804429443666	0.10635657673524923	0.740491699936962	-0.0302333223792279	-0.02311889718552634	-0.0931843789705847	-0.0011056213937748985	-0.03499931907939508	-0.03803673734569854	-0.09346738389983811	-0.05518038030922428	0.6436609152288071	1.0	-0.05970875755486075	-0.017597551644989662	-0.04440392556443465	-0.06781235485369251	-0.07055656420209182	0.01317078907138122	-0.04716739297616042	0.060053342510539294
cellular respiration	-0.0185453491741535	-0.047024246877296484	-0.024782873264367674	0.014981590418553983	-0.019512195121951285	0.6497222358782755	0.7316267547481419	-0.03314344899015846	-0.03047780305836192	-0.021736669308278507	-0.03047780305836192	0.01241317706488422	-0.0356979869174999	-0.06280667320902912	0.30150600882308154	0.947453814668682	-0.061283115225022326	-0.04903772479379753	0.21848221018715192	0.3652763195571247	-0.02769363911726268	-0.03047780305836192	0.9366582210961466	-0.11072032851086441	-0.0697420995277882	-0.03314344899015846	-0.024782873264367674	-0.015544714678888653	-0.0828045098884851	0.1763757490950015	-0.04276033215615164	-0.018214894036128502	0.006540670038406963	-0.0027561132938489752	-0.05970875755486075	1.0	-0.0185453491741535	-0.05097796265156397	0.0381882770870333	-0.0887404850165533	-0.07458696099266558	-0.05465414175918123	-0.0693593775864922
nucleoside monophosphate kinase activity	-0.010638297872347456	-0.016301579215484845	-0.01243339253996095	-0.020183723638245495	-0.020895522388059865	-0.019868610799552613	-0.016949152542376857	-0.014234875444842041	-0.013719512195122498	-0.011616650532433525	-0.013719512195122498	-0.02063437926330136	-0.014686248331108367	-0.01785714285714196	-0.014686248331108367	-0.0182849936948287	-0.017731806427778034	-0.016536964980544314	-0.018696728072586787	-0.015756893640969178	-0.013125512715339108	-0.013719512195122498	-0.018833376929114014	-0.020362497202953606	-0.018376722817763858	-0.014234875444842041	-0.01243339253996095	-0.02087450592885368	-0.019173704633644494	-0.01922217255252546	-0.015756893640969178	-0.020888674233276866	-0.01808439383791096	-0.019356196086681206	-0.017597551644989662	-0.0185453491741535	1.0	-0.016751977664032833	-0.020460358056265993	-0.01947535771065238	-0.018696728072586787	-0.017130620985008952	0.05044371788883711
chromosome organization	0.33690088413215546	0.26801078720945215	-0.021681149445064028	-0.06561974200785169	-0.06266471449487561	-0.06240214717065633	-0.04049493813273601	0.3392581143740331	-0.025917926565874945	-0.01931330472103403	-0.025917926565874945	-0.07063516515591269	-0.029598624710367043	0.8297055057618441	-0.029598624710367043	-0.04905784502607865	-0.045268783401447396	-0.038218947105476415	-0.052138354063725266	-0.034295046271094844	-0.023876637373569137	-0.025917926565874945	-0.053215077605321966	0.28503680488257543	-0.04972375690607697	0.19242658423492948	0.22352232642174974	-0.06204904460908118	-0.056024899955535994	-0.05644073358369453	0.8707131192161125	-0.06246375610968414	-0.04764005293339388	-0.05761202337879211	-0.04440392556443465	-0.05097796265156397	-0.016751977664032833	1.0	-0.06863679694947551	-0.05868068261202346	-0.052138354063725266	-0.04154645124062342	-0.06966924700914907
transmembrane transport	-0.020460358056265993	-0.06165703275529828	0.10622154779969634	-0.2124728063814359	-0.3560784313725488	0.013942680092950977	-0.07207207207207252	-0.039800995024875115	-0.036018009004502693	-0.02441505595116948	-0.036018009004502693	0.8765088207985143	0.1632855022266208	-0.07448275862068986	0.1632855022266208	0.032447048219918374	-0.08872458410351199	-0.06516530905606105	0.4485488126649076	0.2044790652385586	0.10160965794768631	0.09704852426213072	0.02351916376306625	-0.1461564977593932	-0.0905829596412558	-0.039800995024875115	-0.028325746079919292	-0.3495610534716679	-0.1100762066045729	0.5436156763590392	-0.05452775073028281	-0.3539311070207731	-0.09831588529813406	-0.13715710723192007	-0.06781235485369251	0.0381882770870333	-0.020460358056265993	-0.06863679694947551	1.0	0.3378433784337842	-0.10290237467018527	-0.05754716981132092	-0.23408360128617348
organic substance transport	-0.01947535771065238	-0.05350257617634063	-0.02647217720151306	-0.1450997513334978	-0.16022408963585402	-0.13024930866685266	-0.0611735330836448	-0.036235903124421404	-0.03307334633268356	-0.023025414105023536	-0.03307334633268356	0.5035708064797074	-0.03931150171395328	-0.04587155963302835	-0.03931150171395328	-0.0830799812909264	-0.07276552300219646	-0.05612451152135785	0.06560828969606254	-0.04805099289041499	0.2592522155870833	0.28753562321883847	-0.09574727929003775	-0.006390886040777217	-0.08500795142402721	-0.036235903124421404	-0.02647217720151306	-0.1576309376005888	-0.008079981589914943	0.037633591652738406	-0.04805099289041499	-0.15937443500271173	-0.07909368087523211	-0.11098800994657403	-0.07055656420209182	-0.0887404850165533	-0.01947535771065238	-0.05868068261202346	0.3378433784337842	1.0	0.012966503200066457	-0.0019471036832725689	-0.12248050042474318
Actinobacterium-type cell wall biogenesis	-0.018696728072586787	-0.048009884387962776	-0.025053950207906624	-0.07107065308167629	0.07038626609442088	-0.10187512081964095	-0.05409705648369142	-0.03363006923837695	-0.03088881037702488	-0.02194492254733104	-0.03088881037702488	-0.06770952795999785	-0.03626315023997904	-0.06457739791073251	-0.03626315023997904	-0.0705469895896687	-0.0629678215911729	-0.05011053795136331	-0.07709750566893421	-0.043573782497253036	0.02092136452643446	-0.03088881037702488	-0.07947535874293793	0.38377799086242903	-0.004936530324400955	-0.03363006923837695	-0.025053950207906624	0.0772138038218361	0.6285043917699432	-0.08689192000237714	-0.043573782497253036	0.07261930892665316	-0.032646744537382186	-0.03521449873824339	0.01317078907138122	-0.07458696099266558	-0.018696728072586787	-0.052138354063725266	-0.10290237467018527	0.012966503200066457	1.0	0.7262247838616714	-0.029218647406435063
DIM/DIP cell wall layer assembly	-0.017130620985008952	-0.038882138517617605	-0.02231964926265624	-0.071839742113746	0.06248175182481757	-0.06800109679188382	-0.042780748663103	-0.02888086642599355	-0.02683563175549867	-0.01981833195705825	-0.02683563175549867	-0.04731632735173466	-0.030801540077006126	-0.04907975460122833	-0.030801540077006126	-0.05245308614062779	-0.048144433299899946	-0.04024859425865533	-0.055990119390696376	-0.03592046183450891	0.04853620955315682	-0.02683563175549867	-0.057233704292528095	0.31292655597433056	-0.0532150776053206	-0.02888086642599355	-0.02231964926265624	0.06733722821176903	0.6236946344976597	-0.06098209537315998	-0.03592046183450891	0.06406701669518021	-0.006119086843964453	-0.06235174517112996	-0.04716739297616042	-0.05465414175918123	-0.017130620985008952	-0.04154645124062342	-0.05754716981132092	-0.0019471036832725689	0.7262247838616714	1.0	-0.043591979075850516
carbohydrate derivative metabolic process	-0.020551144325082035	-0.06248890466891531	-0.02850004626630928	0.3020515663986694	-0.10322580645161294	0.06479576843961243	-0.023294509151414396	-0.04014598540145949	-0.03630030250252043	-0.024544440312384147	0.08561738014483491	-0.26316106130798406	-0.04395604395604413	-0.09381663113006355	-0.04395604395604413	-0.05918350238913591	-0.09045742676032208	-0.06609525492621678	-0.09159553512803667	-0.055177355786456356	-0.03241849327684656	-0.03630030250252043	-0.06706820771609946	-0.02610827645616547	0.11185308848080144	-0.04014598540145949	-0.02850004626630928	-0.10100162567517937	-0.05622617534942774	-0.11959186901842912	-0.055177355786456356	-0.09920614330929278	-0.10044812716665276	0.15364176305095356	0.060053342510539294	-0.0693593775864922	0.05044371788883711	-0.06966924700914907	-0.23408360128617348	-0.12248050042474318	-0.029218647406435063	-0.043591979075850516	1.0
