NAME	sulfate assimilation	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	steroid biosynthetic process	cellular iron ion homeostasis	response to oxidative stress	macromolecule biosynthetic process	response to temperature stimulus	cellular response to starvation	response to pH	response to heat	response to toxic substance	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	cellular response to iron ion starvation	response to acidic pH	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	heterocycle biosynthetic process	nonribosomal peptide biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	urea metabolic process	cellular homeostasis	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	response to nutrient levels	response to lipid	cellular nitrogen compound metabolic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	regulation of growth	homeostatic process	macromolecule metabolic process	cellular nitrogen compound biosynthetic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	response to copper ion	positive regulation of biological process	negative regulation of biological process	positive regulation of cellular process	negative regulation of cellular process	chemical homeostasis	regulation of cellular process	chaperone cofactor-dependent protein refolding	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	cellular chemical homeostasis	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host iron concentration	regulation of primary metabolic process	nucleic acid metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	cellular response to oxygen-containing compound	regulation of cellular macromolecule biosynthetic process	positive regulation of transcription regulatory region DNA binding	reactive nitrogen species metabolic process
positive regulation of macromolecule metabolic process	-0.020358486390792817	0.005850305312809478	0.18185560408900653	-0.02380487804878032	0.06636067591476696	0.18694831679551965	0.1928432818442912	-0.025521880851651416	-0.03419438766028669	0.18999100988912118	0.12376221480668267	0.17928423950447325	0.004175365344468989	0.07903945939423163	0.1365994931820918	-0.007037297677691681	0.0946312364425163	-0.03957329662766823	0.04553177030241257	0.06559579112330023	-0.02787878787878741	0.02851323828920503	0.12754665116033206	0.1862974570555795	0.9523524123464193	1.0	0.10386019637730011	0.1155170626648395	0.12351748001431817	-0.03220468431771744	0.20146709685274208	0.18558474244014717	-0.02787878787878741	0.12117346938775508	-0.023019731198168643	-0.014493895234345777	-0.05590520421893237	0.21351474928297284	0.11397577828962047	0.2018188432157149	0.0946573516940593	0.9523524123464193	0.0017354907865854683	-0.017522474478134903	0.05271337909597215	0.1333963813742813	0.036227003651058395	-0.06178999078906937	-0.059443524613333444	0.05855263157894737	0.10046607975142419	0.01822993237283005	0.11814041574604293	0.8726573762614133	-0.048246928378782	0.14639965913932737	0.9004175365344476	0.04064082113877548	0.7383816592928444	0.0681939264784232	0.9776213933849398	0.10386019637730011	-0.04420951465641296	0.17191493465785798	-0.017522474478134903	0.21738581705487212	0.125112195121951	1.0	0.15605095541401284	-0.03957329662766823	-0.037871214348720456	0.19377486543412115	0.022091125894313612	-0.03419438766028669	0.02851323828920503	-0.014493895234345777	0.21738581705487212	0.09627394568802185	-0.04119326131975012	0.24813767192796873	0.10908928231912579	-0.04119326131975012	0.029458598726114817	0.09475819645311223	0.062005773816996304	0.060653800708938554	0.03636363636363791
negative regulation of macromolecule metabolic process	-0.022365110427732936	-0.06105484985072833	0.12836026963372069	0.20934372889680133	0.133782186359665	0.23816170016834776	0.24582772149675006	-0.028756290438533696	-0.04026170105687002	0.07790786738155252	0.1652652695377523	-0.009826243259435532	-0.05709349059084201	-0.003547708427868784	-0.003547708427868784	-0.06711409395973217	0.9604160327515145	-0.009826243259435532	0.0566343042071192	0.09971689210443554	-0.03178386968613342	-0.037531453917344734	0.21573810068888002	0.30843189622281597	0.1127037969143229	0.10386019637730011	1.0	0.22780825613814185	0.15308739396330634	0.003156054079414595	0.2518885163815305	0.3119575581253209	0.010329757647995201	0.14984994308185878	0.01802461228784649	-0.015482872072769629	0.052192343356735886	0.2793225011265141	0.8728715685984187	0.27405296217382863	0.8499244903095895	0.1127037969143229	-0.059215396002961336	0.026299549014955483	0.0981538663688326	0.16665662614311386	-0.06424485125858007	0.0886732373009856	0.039516737981374075	0.1033509213763671	0.13141683778234112	0.07070379089211748	0.7728725937011083	0.09059711736444766	0.1127037969143229	0.7973065733991436	0.08624121999774728	0.056973400431344426	0.13440262249019502	0.7261163376175966	0.09962248322147535	0.8362700228832953	-0.054907343857241414	0.22342730648051648	-0.01898884405411716	0.2844361103669972	0.8828657376143404	0.10386019637730011	0.7919057686499545	-0.04793289394847152	-0.04545823524636783	0.3247265757131584	-0.07744433688286617	-2.516356316050933E-4	-0.037531453917344734	-0.015482872072769629	0.2844361103669972	0.18657175150205224	-0.050330292544825864	0.15009489871015202	0.13305012372172476	-0.012818496382510014	-0.008456659619450687	-0.03470715835141028	0.19961277831558505	-0.015482872072769629	-0.03178386968613342
RNA metabolic process	-0.02493447616349093	-0.06475614980496469	0.4895775371313616	0.23205822997210945	0.7088978396191871	0.7658649463571979	0.7505932510155653	-0.03314813070910626	-0.04943125965454311	-0.008246994005336166	0.6004727692364964	0.02740396378761911	-0.06642186106316683	-0.031176601189572294	0.013414819402409394	-0.05327077008004378	0.21503017004936906	-0.028172952567373864	-0.0030525030525029003	0.023268801191362536	-0.037236856024542325	-0.03419785062172592	0.7178610376887671	0.7213296722556524	0.12398211996257677	0.1155170626648395	0.22780825613814185	1.0	0.58690293784558	-0.03419785062172592	0.7371953479519568	0.6872191471717034	-0.026023484608060587	0.5788259420661368	-0.017800936022728735	-0.016672192488040815	-0.06906645931482433	0.6904485654166094	0.17607279542093318	0.7252686143274217	0.18648808440967798	0.12398211996257677	-0.0703974459815851	-0.009529777599110856	0.5233033524121015	0.6195989507768286	-0.061763647810054854	0.10893611240051168	-0.08468255412042917	0.516422560518269	0.5076775431861804	-0.02410678863970507	0.17949129607119085	0.12570474002923387	0.10194393430125756	0.17755803464379913	0.12144520254381572	5.414822487993788E-4	0.1395909900565941	0.25502700592178057	0.11130278774496306	0.16345894414965345	-0.07350177490081405	0.585917750197945	-0.009529777599110856	0.699089224460829	0.17797782363211706	0.1155170626648395	0.18612800164897436	-0.06151910238036977	-0.057501575225782406	0.7084606653278618	-0.12040774440719701	-0.03826709731779246	-0.03419785062172592	-0.016672192488040815	0.699089224460829	0.8695557054566007	-0.065524944154877	0.524022844525594	0.5350790050795674	-0.05442572598659715	-0.04328558177883146	-0.04131358418816436	0.129780392693439	-0.016672192488040815	-0.026023484608060587
heterocycle biosynthetic process	-0.02489962797893136	-0.0717853192851734	0.5134628250545641	-0.1123050422432887	0.613603700122815	0.7961248041031487	0.7806313810054267	-0.033086570816763264	-0.03770007656688634	-0.0050280132164917	0.6291067497306664	0.019444242907930495	-0.042760708194201115	-0.030162581897597837	0.016136859985440153	-0.06253796948147072	0.14063979674327298	-0.026699557425814154	0.0027331020708508294	0.02684790612890374	-0.025505716798592672	-0.03364904677266195	0.5255672575502655	0.6662132994293486	0.13202126131302988	0.12351748001431817	0.15308739396330634	0.58690293784558	1.0	-0.022035012539261677	0.7669997761178842	0.6326297830855472	-0.013852242744063627	0.963441972753923	-0.005613708234255778	-0.016656605354261046	-0.05554700905271868	0.7005411007364153	0.1656560473902699	0.7356382067533933	0.1756621718531407	0.13202126131302988	-0.04674253234683962	-0.0090519998032171	0.47563496751329	0.9629485785303714	-0.06832766643844342	-0.049112052223964295	-0.07107840255816456	0.2659976754464944	0.7876745305729419	-0.01109509562858058	0.19015280135823415	0.13340552246886825	-0.05071110472633244	0.18850715939700405	0.12912292502462322	0.0019333129397371784	0.12813318586646513	0.07029970931203856	0.1192867097880859	0.15308739396330634	-0.06172171088251216	0.6324620037370214	-0.0090519998032171	0.7092422531551966	0.16716858646105506	0.12351748001431817	0.1971410283763599	-0.04977145759268616	-0.04576121319298905	0.6535335689045937	-0.11959944800254776	-0.03770007656688634	-0.03364904677266195	-0.016656605354261046	0.7092422531551966	0.5153459591567733	-0.05376824365923462	0.5489778396061341	0.9414508408002947	-0.05376824365923462	-0.04032430125880123	-0.041218004219357965	0.11669792293266328	-0.016656605354261046	-0.025505716798592672
nonribosomal peptide biosynthetic process	-0.016547574276046532	-0.03709455561964692	-0.018027970974464576	-0.03610561374716469	-0.03804500883279132	-0.02919152176672152	-0.02876741206804254	-0.01980420839428047	0.24264499859904792	0.033238751520067375	-0.03504907090222171	-0.02733598409542798	0.17592859199539276	-0.025622648270917512	-0.025622648270917512	-0.03265912043050594	3.2242463324289847E-4	-0.02733598409542798	-0.03662089055347284	-0.028099305500119173	0.2851637764932578	-0.02360515021459052	-0.035437407102451676	-0.031919670190620295	-0.031211998378595993	-0.03220468431771744	0.003156054079414595	-0.03419785062172592	-0.022035012539261677	1.0	-0.02919152176672152	-0.03269507499643478	0.8978805394990376	0.03511053315994801	0.7737191650853901	-0.012452242818734718	0.12486796019347365	-0.031063458207480958	0.006340005434290143	-0.03011311294682635	0.012621800373605567	-0.031211998378595993	0.16881578030250413	-0.014623770273857915	0.02820874471086035	-0.03296731293470232	-0.037531453917344734	-0.036368788966558235	0.10895138082496258	-0.03980409365002966	0.05732152162584654	0.876818455711457	0.022369268606896895	-0.029470864032151392	-0.031211998378595993	0.017134800997722143	-0.03008926000575904	-0.01980420839428047	-0.03709455561964692	-0.01411684667063468	-0.03265912043050594	0.003156054079414595	0.18352310783656972	-0.03348434114634593	-0.014623770273857915	-0.030835279272484254	0.009943524641598983	-0.03220468431771744	0.020533880903491647	0.20974155069582479	0.21985021950589678	-0.03221928348160623	-0.03492617875853236	-0.024656766601288398	-0.02360515021459052	-0.012452242818734718	-0.030835279272484254	-0.03614981258272118	0.20036720683324064	-0.01997321239748977	0.030366694300282982	-0.028099305500119173	-0.033880903490759826	-0.022455853832808147	-0.03492617875853236	-0.012452242818734718	-0.021194605009632123
regulation of nucleobase-containing compound metabolic process	-0.02461359561994282	-0.056883842845350384	0.6862125453067963	-0.09870747201478859	0.508277242132072	0.967806524184477	0.9837812106855867	-0.03258342286291522	-0.04818591415698363	0.03521191505010547	0.6882140034925807	0.044865778111507285	-0.05973833621328067	-0.021960364220674593	0.03815495132171788	-0.0345816080447738	0.2522232356629803	-0.014830110756523365	0.061393152302242966	0.055622242661386975	-0.03652574058096059	-0.02919152176672152	0.6646700243641721	0.8528858118240116	0.19600992920842128	0.20146709685274208	0.2518885163815305	0.7371953479519568	0.7669997761178842	-0.02919152176672152	1.0	0.845668124367257	-0.021282714984181893	0.7583880379285193	-0.013260379787576439	-0.01652811895039965	-0.049324334435748164	0.9224348203154643	0.2792677611506611	0.9314511225832126	0.2603559034187404	0.19600992920842128	-0.06343885976106628	-0.0051220540084933935	0.3605393896380412	0.8022429054124085	-0.05010144030849364	-0.0183961160505385	-0.06367865317876378	0.35528383730433133	0.5975429975429976	-0.010894648435660076	0.27419136146556783	0.1950675769820259	-0.037878091385492314	0.3027771977448316	0.2051962478400395	0.013309173708769887	0.2194256585521266	0.18279612733575054	0.19693315739181844	0.26561533259471337	-0.07078166364776367	0.8049478634226129	-0.0051220540084933935	0.9324502445560409	0.27919191326418313	0.20146709685274208	0.28378378378378377	-0.05960202740754645	-0.05582329947724495	0.8589621744915418	-0.09909467957008398	-0.03310410244249438	-0.02919152176672152	-0.01652811895039965	0.9324502445560409	0.6372691683017735	-0.06335448267261161	0.727826031826539	0.7123807640982553	-0.04848239200586153	-0.0027027027027028217	-0.025251158273495833	0.18454265709316325	-0.01652811895039965	-0.021282714984181893
regulation of metabolic process	-0.024838861814180147	-0.06541161455009556	0.5535033446724961	-0.0030925284512621316	0.4523536165327209	0.8157974387609197	0.8298751704605055	-0.032979361807602754	-0.04905689668555458	0.036877595336965135	0.656815040611924	0.06171172908550923	-0.06439273190946762	-0.02840212241314769	0.057811229166397804	-0.04755774327906071	0.33338599326763013	-0.02414471400470583	0.0479041916167667	0.04529008750096205	-0.03702401874633893	-0.03269507499643478	0.7673170731707315	0.9616544073314842	0.17013981485008925	0.18558474244014717	0.3119575581253209	0.6872191471717034	0.6326297830855472	-0.03269507499643478	0.845668124367257	1.0	-0.02460456942003525	0.6245080031487797	-0.01644594930255055	-0.01662939086962263	-0.05105541227433214	0.9223032129331761	0.2902745840660086	0.8819063338147308	0.253558210586453	0.17013981485008925	-0.06828188226910631	-0.008218350815927202	0.353327975451158	0.6656332994362553	-0.06121800356942071	-0.006987568054715333	-0.06634541344792463	0.4322578033278006	0.5469506292352371	-0.020123679464055418	0.2085176991150442	0.14673413063477458	-0.011581393576898465	0.23117386143562188	0.15456805865476597	0.016802776110835818	0.20386824407245613	0.256698297516048	0.181219235138205	0.2769723492164389	-0.06048758049677988	0.8087391078990346	0.016830552309934122	0.9123036381835639	0.26833250865907965	0.18558474244014717	0.2161002596816075	-0.060940332471940764	-0.0447049729451171	0.9761497614976148	-0.09441867424809233	-0.0367150508421949	-0.020327469307854836	-0.01662939086962263	0.9123036381835639	0.5868683890465484	-0.052628877883554415	0.5906873814470237	0.5807314556502464	-0.040389007210489936	-0.011290504685559944	-0.016264809810850232	0.23866527008828367	0.008472569398763213	-0.012185120093732233
siderophore biosynthetic process	-0.015325670498084977	-0.031469979296065265	-0.01056742476453003	-0.03075531433740266	-0.029639867925977125	-0.021282714984181893	-0.020879282458461663	-0.01807909604519857	0.2699724517906329	0.041343669250647794	-0.026825633383010215	-0.024154589371979455	0.19363762102351365	-0.02280701754385814	-0.02280701754385814	-0.028218694885362834	0.007490636704120181	-0.024154589371979455	-0.031128404669259615	-0.02474864655839244	0.320512820512822	-0.021194605009632123	-0.02719120624819191	-0.023871047126861094	-0.027131782945735802	-0.02787878787878741	0.010329757647995201	-0.026023484608060587	-0.013852242744063627	0.8978805394990376	-0.021282714984181893	-0.02460456942003525	1.0	0.043487714720591514	0.8729016786570759	-0.0117474302496334	0.13753280839894894	-0.023059981862935532	0.013536379018613116	-0.022158391464915703	0.019914651493598418	-0.027131782945735802	0.18570474281897043	-0.013661202185789091	0.023041474654377815	-0.024861878453038475	-0.03178386968613342	-0.03094606542882415	0.12043622569938364	-0.03128576879053809	0.04694835680751157	0.777497900923594	0.029950083194675313	-0.025806451612904395	-0.027131782945735802	0.024539877300614552	-0.026279391424618822	-0.01807909604519857	-0.031469979296065265	-0.00676554774915387	-0.028218694885362834	0.010329757647995201	0.20215053763440768	-0.02535023348899253	-0.013661202185789091	-0.022843639228042438	0.01718679330619829	-0.02787878787878741	0.028047464940670057	0.2318840579710154	0.2434928631402177	-0.024154589371980378	-0.029895366218237532	-0.02203856749311394	-0.021194605009632123	-0.0117474302496334	-0.022843639228042438	-0.027861240098333732	0.22119102861562157	-0.0124490233955784	0.038733476790655044	-0.02474864655839244	-0.029126213592232775	-0.02026342451874456	-0.029895366218237532	-0.0117474302496334	-0.01923076923076704
aromatic compound biosynthetic process	-0.024909865617830082	-0.0728744939271255	0.5065176908752329	-0.11281729865246065	0.6051909354661648	0.787381473377097	0.771949098233086	-0.03310464989654789	-0.026398355512279505	-0.005971422478139991	0.6208869814020029	0.018518518518518726	-0.03187847667950353	-0.030460142579390923	0.015338085979693007	-0.0630372492836677	0.13741244334569425	-0.027131782945736413	0.0010413412475271523	0.025798129635601345	-0.014133507284192536	-0.03381014304291284	0.508644450012528	0.6580040661186245	0.12966517381104742	0.12117346938775508	0.14984994308185878	0.5788259420661368	0.963441972753923	0.03511053315994801	0.7583880379285193	0.6245080031487797	0.043487714720591514	1.0	0.051919720767888436	-0.016661186013373228	-0.04513339660445029	0.6922183507549361	0.16240382615928453	0.7271742075318343	0.17248244786754707	0.12966517381104742	-0.035885933995514346	-0.009192383453709882	0.5059920106524635	0.9538247081373061	-0.06954361999379122	-0.05027117229870657	-0.06077753327045974	0.23324475937407735	0.8225108225108224	0.045508465437291236	0.18703057230508846	0.13114754098360631	-0.05118362124120266	0.18530216887765857	0.12687205819426578	0.0015245562452358287	0.1251946434132669	0.06684571769621021	0.11694789345219152	0.14984994308185878	-0.05057323475838467	0.6243084370677732	-0.009192383453709882	0.7008868583714056	0.1640029248929277	0.12117346938775508	0.1939163498098861	-0.038544358311800364	-0.03450878895718753	0.64536009860891	-0.11983601387574891	-0.03786649356269562	-0.03381014304291284	-0.016661186013373228	0.7008868583714056	0.5071998683452645	-0.0425669138987424	0.5417273875449333	0.9505638938353259	-0.053961087821132604	-0.04119138149556373	-0.04124606534245119	0.11415957111321348	-0.016661186013373228	-0.025657751685148854
catechol-containing siderophore biosynthetic process	-0.013732221677290594	-0.02541441742703038	-0.002855140550782183	-0.024946281641423006	-0.02123902863430487	-0.013260379787576439	-0.012872216095208416	-0.015902314354680737	0.19561551433389174	0.050528249885163995	-0.018565438190810038	-0.02042007001167035	0.13529993408042235	-0.01944860012823403	-0.01944860012823403	-0.023250986090927808	0.01514108740536791	-0.02042007001167035	-0.025191183085921057	-0.020843025960733917	0.23741007194244634	-0.018263757115750685	-0.01891349384399047	-0.015744137163582524	-0.022508038585209344	-0.023019731198168643	0.01802461228784649	-0.017800936022728735	-0.005613708234255778	0.7737191650853901	-0.013260379787576439	-0.01644594930255055	0.8729016786570759	0.051919720767888436	1.0	-0.010787902138322827	0.0929890204256886	-0.014967069552001416	0.0212994626282379	-0.014101956225814467	0.027871109887082263	-0.022508038585209344	0.12921660449242114	-0.01238061549346003	0.017891373801916823	-0.016691918543437413	-0.025618738277138883	-0.025071633237824072	0.08041861746075425	-0.022796524094346144	0.03655352480417747	0.6600142551674989	0.03836899265136339	-0.021588280647649376	-0.022508038585209344	0.03268519623046477	-0.02191825972313783	-0.015902314354680737	-0.02541441742703038	8.850340738113847E-4	-0.023250986090927808	0.01802461228784649	0.14186584425597326	-0.0171584428465163	-0.01238061549346003	-0.01475960621487936	0.02505109795084237	-0.023019731198168643	0.03636363636363793	0.16511085180863197	0.17432033397821012	-0.01601553021111383	-0.024377503047186968	-0.018887015177068527	-0.018263757115750685	-0.010787902138322827	-0.01475960621487936	-0.019550837241812405	0.15669489159765712	-0.004696767945768598	0.04714342788653618	-0.020843025960733917	-0.023863636363635796	-0.017568076295648227	-0.024377503047186968	-0.010787902138322827	-0.016786570743402587
urea metabolic process	-0.010165184243961255	-0.015408008109479654	-0.01619088197699232	-0.015234681303911934	-0.016780068552719105	-0.01652811895039965	-0.01651571656899305	-0.011307420494696139	-0.012738853503187531	-0.014289359530494554	-0.016696269982237933	-0.01341831600134051	-0.014049357611609583	-0.012991880074955525	-0.012991880074955525	-0.014585232452141552	-0.01558323895809834	-0.01341831600134051	-0.01532567049808497	-0.013599660008503734	-0.0117474302496334	-0.012452242818734718	-0.01670721467479066	-0.01660715768496237	-0.014289359530494554	-0.014493895234345777	-0.015482872072769629	-0.016672192488040815	-0.016656605354261046	-0.012452242818734718	-0.01652811895039965	-0.01662939086962263	-0.0117474302496334	-0.016661186013373228	-0.010787902138322827	1.0	-0.014893617021277082	-0.01658248912504059	-0.01536784175276385	-0.016554961855638647	-0.015133601324192983	-0.014289359530494554	-0.014174344436569938	-0.009405125793560572	0.010198228057874856	-0.016637172714003168	-0.015482872072769629	-0.01528134039185807	-0.015133601324192983	-0.016828597358923295	-0.007322175732217507	-0.013216898749116874	-0.014749680896325806	-0.01391304347826148	-0.014289359530494554	-0.014959056031981733	-0.014049357611609583	-0.011307420494696139	-0.015408008109479654	-0.016067190067554905	-0.014585232452141552	-0.015482872072769629	-0.01391304347826148	-0.016651917587964995	-0.009405125793560572	-0.016575893914279095	-0.015234681303911934	-0.014493895234345777	-0.01482396541074803	-0.01341831600134051	-0.013216898749116874	-0.016615760537569118	-0.015020653398421357	-0.012738853503187531	0.5275222866845911	-0.008456659619454453	-0.016575893914279095	-0.016727228436288336	-0.013599660008503734	-0.01625130059951446	-0.01668461943941521	-0.013599660008503734	-0.01482396541074803	-0.01212488632919079	-0.015020653398421357	-0.008456659619454453	-0.0117474302496334
cellular homeostasis	-0.021156025689459627	-0.03999454929481455	-0.09384371141294777	-0.06881098662811791	-0.0851849951249551	-0.049324334435748164	-0.04771201952410007	-0.026787849796700222	0.5853976531942632	0.20489255304770843	-0.07255902447461746	-0.04270245539118605	0.35223601030203633	-0.038663763343778405	-0.038663763343778405	0.18670076726342733	0.07508185257001142	0.054293121854505993	0.029671717171717574	0.0028867210830200545	0.47139107611548464	-0.034246956134985684	-0.07416605282542367	-0.05991686926515543	-0.05298013245033197	-0.05590520421893237	0.052192343356735886	-0.06906645931482433	-0.05554700905271868	0.12486796019347365	-0.049324334435748164	-0.05105541227433214	0.13753280839894894	-0.04513339660445029	0.0929890204256886	-0.014893617021277082	1.0	-0.04350679537312991	0.09324992223412669	-0.052859395155511045	0.07544356642314035	-0.05298013245033197	0.3428545187362231	0.10529719940495536	-0.06503219093451262	-0.0640891331944735	-0.04258842230759053	-0.0697732369798158	0.9288802743402421	-0.09285021725859158	-0.05061983471074385	0.10794805194805139	0.0971113488601764	-0.04815133276010286	-0.05298013245033197	0.08574222569919934	-0.049824397096698725	-0.026787849796700222	-0.07249437896027906	0.026104710514802502	-0.05728900255754437	0.0837859319115103	0.5898538263112637	0.059261561263641176	-0.01811008343574088	-0.05566006418059095	0.06910010842067202	-0.05590520421893237	0.093192573716782	0.539271008082964	0.6530909090909085	-0.06110403888438847	0.19233433387208587	0.015319426336376613	-0.034246956134985684	0.1119680851063845	-0.05566006418059095	-0.07713674786674933	0.5726657376070086	-0.09591043903254115	-0.04965658272022056	0.09784989050368398	0.093192573716782	0.07673915518615654	-0.06465019625952392	-0.014893617021277082	0.02624671916010469
regulation of cellular metabolic process	-0.024734366835046272	-0.05480364469547585	0.6179461663551856	-0.07860450091525792	0.46177481512342455	0.89140874844165	0.9063338642462855	-0.032795404024365364	-0.04865096359743064	0.03652471896025773	0.7065123344036609	0.04774242874739787	-0.06221201383734133	-0.025397548510171945	0.04250957390772034	-0.04145593234391789	0.30363131798035053	-0.019793569213779325	0.06748614123885298	0.05707266103753042	-0.036792330612773844	-0.031063458207480958	0.6916026469917091	0.8815936452773986	0.1959964896151116	0.21351474928297284	0.2793225011265141	0.6904485654166094	0.7005411007364153	-0.031063458207480958	0.9224348203154643	0.9223032129331761	-0.023059981862935532	0.6922183507549361	-0.014967069552001416	-0.01658248912504059	-0.04350679537312991	1.0	0.3310851419031719	0.9592290268814907	0.2900825328101744	0.1959964896151116	-0.06601111825013245	-0.006783213729457336	0.37063691975530777	0.7344823747305352	-0.049407586078935396	-0.03098444065566744	-0.05842240562846716	0.3801787294425267	0.6136585365853658	-0.015815776023624176	0.23944358917967884	0.1693629929221433	-0.0432111663671692	0.2649629760946938	0.17828881948432085	0.02228701752360065	0.2247828635370595	0.2294214136594096	0.2090208108780366	0.31725289580406596	-0.05839231547017198	0.8807082478867605	-0.006783213729457336	0.9899318234586404	0.3066113922687628	0.21351474928297284	0.2479950647748305	-0.06031516799048578	-0.04290419671758761	0.8970111964467475	-0.08992981883466629	-0.03503211991434687	-0.01740698856234925	-0.01658248912504059	0.9899318234586404	0.5917463625200015	-0.05069046341532298	0.657491622786022	0.6475597900058332	-0.03722007285871638	-4.935225169648581E-4	-0.013378502526412555	0.2733801207768893	-0.002656701602779518	-0.009327633113097963
negative regulation of cellular metabolic process	-0.02212587830766944	-0.056366228801989035	0.14039811918719056	0.04146598194634995	0.10552544375658245	0.25154729042568647	0.25932772363614853	-0.028361998754372685	-0.03949299533022039	0.08662683823529439	0.1778767409247105	-0.0065839453026078345	-0.055559946257804096	-3.495281370138184E-4	-3.495281370138184E-4	-0.06500494125398086	0.918177139916519	-0.0065839453026078345	0.06549118387909218	0.10922521475702467	-0.03130287648054164	-0.036862603025089334	0.16875541317527754	0.24876118772327446	0.12316176470588135	0.11397577828962047	0.8728715685984187	0.17607279542093318	0.1656560473902699	0.006340005434290143	0.2792677611506611	0.2902745840660086	0.013536379018613116	0.16240382615928453	0.0212994626282379	-0.01536784175276385	0.09324992223412669	0.3310851419031719	1.0	0.30098672733109083	0.9219184809297754	0.12316176470588135	-0.057567388852151936	0.029698942229454715	0.0761467889908257	0.1793001502447538	-0.05940359501317729	0.008565849971656875	0.07863807497135453	0.0884426621110999	0.1439588688946017	0.07839938173543337	0.813453265545561	0.09974701843151462	0.013556985294116634	0.8699209162803377	0.09523433177902563	0.06304795669046077	0.11728301428874885	0.6873686351617063	0.10958603272208091	0.9576238561994729	-0.015178894109143132	0.270041200706298	-0.018816110659073407	0.31092629845144387	0.9543555229498262	0.11397577828962047	0.8328075709779177	-0.04684730311471287	-0.003520673221416273	0.26622787108488416	-0.07464945021688739	0.002935290193462812	-0.036862603025089334	-0.01536784175276385	0.32380618072337963	0.14235052201813905	-0.009544756608705374	0.16258013610809705	0.1455464585966261	-0.009544756608705374	-0.0031545741324931387	-0.03413441579408583	0.21406234237869423	-0.01536784175276385	-0.03130287648054164
regulation of cellular biosynthetic process	-0.02467317252807933	-0.0620651266351236	0.6533169594746998	-0.0745663437711195	0.47060659660805326	0.9314511225832126	0.9469020638065765	-0.032687909742338754	-0.04841477734622022	0.015371777416663554	0.7411878693925006	0.03964028455102715	-0.060952437066387775	-0.02365123433630969	0.03361596758460297	-0.051788667421011354	0.27375351484808974	-0.01726992080891223	0.03854875283446706	0.049716035800303066	-0.03665709205307079	-0.03011311294682635	0.7168976872415377	0.909875299156065	0.21090078615661664	0.2018188432157149	0.27405296217382863	0.7252686143274217	0.7356382067533933	-0.03011311294682635	0.9314511225832126	0.8819063338147308	-0.022158391464915703	0.7271742075318343	-0.014101956225814467	-0.016554961855638647	-0.052859395155511045	0.9592290268814907	0.30098672733109083	1.0	0.3109084213806196	0.21090078615661664	-0.06470087227231351	-0.005941843818788984	0.3753125223230231	0.7702194389496447	-0.05592296411079412	-0.024539188297558807	-0.06741636688100129	0.37737819300840936	0.6474045053868756	-0.013314583208664736	0.25718075902641585	0.18244680851063813	-0.04049365365189479	0.2570199631317966	0.17793751565054694	0.010946790669309358	0.2167269691065963	0.20205373687461364	0.19731917486291234	0.2872519992252137	-0.07127659574468101	0.8407119944141428	-0.005941843818788984	0.9590461267681211	0.2880997972516333	0.2018188432157149	0.2662698926122394	-0.05995257482886658	-0.05613069235832662	0.8955419990614735	-0.11454949564028011	-0.034052931081203254	-0.03011311294682635	-0.016554961855638647	0.9692845950760909	0.6075982500093481	-0.06375070619369029	0.693989340702724	0.6818627643297107	-0.04956736344444085	-0.02173631776426469	-0.04060113925584794	0.29321251495982226	-0.016554961855638647	-0.022158391464915703
