NAME	transition metal ion transport	DNA-binding transcription repressor activity	response to hypoxia	amino acid transmembrane transport	regulation of transcription, DNA-templated	iron ion transport	cellular ion homeostasis	cellular iron ion homeostasis	cellular response to starvation	response to heat	negative regulation of metabolic process	response to inorganic substance	response to metal ion	response to zinc ion	cellular response to iron ion starvation	regulation of gene expression	negative regulation of macromolecule biosynthetic process	iron-sulfur cluster assembly	nonribosomal peptide biosynthetic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	cellular homeostasis	negative regulation of cellular metabolic process	siderophore-dependent iron import into cell	cellular response to stress	iron ion transmembrane transport	homeostatic process	urea catabolic process	alkane catabolic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	phenol-containing compound biosynthetic process	response to cadmium ion	response to copper ion	negative regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	response to host iron concentration	inorganic ion homeostasis	organic hydroxy compound metabolic process	organic hydroxy compound biosynthetic process	response to oxygen-containing compound	cellular response to oxygen-containing compound
urea catabolic process	-0.031250000000002484	-0.021276595744684268	-0.035971223021581886	-0.02439024390243971	-0.04000000000000029	-0.026737967914439272	-0.035040431266847374	-0.03448275862069068	-0.03448275862069068	-0.028571428571429407	-0.03671706263498944	-0.03806228373702396	-0.035040431266847374	-0.021276595744684268	-0.03225806451612996	-0.0406504065040648	-0.035040431266847374	-0.02439024390243971	-0.033846153846156066	-0.0407632263660019	-0.03225806451612996	-0.04150943396226438	-0.03004291845493821	-0.03703703703703648	-0.035971223021581886	-0.021276595744684268	-0.03896103896103895	-0.021276595744684268	-0.03759398496240638	1.0	-0.021276595744684268	-0.03448275862069068	-0.033846153846156066	-0.031250000000002484	-0.021276595744684268	-0.03004291845493821	-0.0355329949238579	-0.03448275862069068	-0.0355329949238579	-0.02439024390243971	-0.035971223021581886	-0.0386398763523962	-0.0355329949238579	-0.035040431266847374	-0.028571428571429407
alkane catabolic process	-0.031250000000002484	-0.021276595744684268	-0.035971223021581886	-0.02439024390243971	-0.04000000000000029	-0.026737967914439272	-0.035040431266847374	-0.03448275862069068	-0.03448275862069068	-0.028571428571429407	-0.03671706263498944	-0.03806228373702396	-0.035040431266847374	-0.021276595744684268	-0.03225806451612996	-0.0406504065040648	-0.035040431266847374	-0.02439024390243971	-0.033846153846156066	-0.0407632263660019	-0.03225806451612996	-0.04150943396226438	-0.03004291845493821	-0.03703703703703648	-0.035971223021581886	-0.021276595744684268	-0.03896103896103895	-0.021276595744684268	-0.03759398496240638	-0.021276595744684268	1.0	-0.03448275862069068	-0.033846153846156066	-0.031250000000002484	-0.021276595744684268	-0.03004291845493821	-0.0355329949238579	-0.03448275862069068	-0.0355329949238579	-0.02439024390243971	-0.035971223021581886	-0.0386398763523962	-0.0355329949238579	-0.035040431266847374	-0.028571428571429407
secondary metabolite biosynthetic process	-0.07142857142857272	0.10344827586206763	-0.10204081632653093	-0.043478260869564314	-0.04761904761904784	-0.05154639175257677	0.1678832116788326	0.1818181818181825	0.1818181818181825	-0.05882352941176448	0.04458598726114653	-0.05494505494505604	-0.0072992700729936156	0.10344827586206763	0.23076923076923084	-0.07070707070707077	0.08029197080291921	-0.043478260869564314	0.9527559055118112	-0.07491856677524422	0.8461538461538458	0.07462686567164176	0.7196261682242994	0.11111111111111184	0.06122448979591813	-0.03448275862069068	0.04347826086956552	-0.03448275862069068	0.0930232558139534	-0.03448275862069068	-0.03448275862069068	1.0	0.10236220472440996	0.6785714285714289	-0.03448275862069068	-0.06542056074766459	0.07042253521126694	0.09090909090909124	0.1549295774647885	-0.043478260869564314	0.1428571428571425	0.29949238578680254	0.49295774647887336	-0.09489051094890497	-0.05882352941176448
negative regulation of transcription, DNA-templated	-0.06875000000000082	0.4092307692307688	-0.012302284710017241	-0.04247104247104413	0.3975903614457829	-0.05013673655423773	-0.09022082018927516	-0.08661417322834668	-0.08661417322834668	-0.05699481865284829	0.7638053581191906	0.15651358950328023	0.18233438485804404	0.11384615384615353	-0.07382550335570513	0.3078880407124679	0.9091482649842274	-0.04247104247104413	0.01572112098427957	0.2916097294342716	0.033557046979865036	0.17808219178082216	0.05496308449548926	0.047619047619046576	0.831282952548331	-0.033846153846156066	-0.12177121771217679	-0.033846153846156066	0.033797216699800646	-0.033846153846156066	-0.033846153846156066	0.10236220472440996	1.0	0.04374999999999889	-0.033846153846156066	0.17309269893355264	0.868772782503038	0.9527559055118112	-0.09356014580801901	-0.04247104247104413	-0.09666080843585168	-0.05653862753560615	-0.006075334143378529	6.309148264974729E-4	-0.05699481865284829
phenol-containing compound biosynthetic process	-0.058823529411764955	-0.031250000000002484	-0.07812500000000079	-0.03846153846153862	-0.0499999999999998	-0.04464285714285667	0.13068181818181832	0.1428571428571426	0.1428571428571426	-0.04999999999999898	0.004807692307691985	-0.08870967741935462	-0.07386363636363626	-0.031250000000002484	0.18749999999999944	-0.06250000000000046	0.028409090909089846	-0.03846153846153862	0.7187500000000001	-0.06473214285714299	0.8125000000000008	0.1300000000000001	0.9296875000000002	0.08333333333333366	0.015624999999998957	-0.031250000000002484	0.031250000000000375	-0.031250000000002484	0.06896551724137899	-0.031250000000002484	-0.031250000000002484	0.6785714285714289	0.04374999999999889	1.0	-0.031250000000002484	-0.054687500000002054	0.021739130434782695	0.03571428571428504	0.11956521739130413	-0.03846153846153862	0.10937499999999936	0.4375	0.7065217391304351	-0.07386363636363626	-0.04999999999999898
response to cadmium ion	-0.031250000000002484	-0.021276595744684268	-0.035971223021581886	-0.02439024390243971	0.013333333333333287	-0.026737967914439272	-0.035040431266847374	-0.03448275862069068	-0.03448275862069068	-0.028571428571429407	-0.03671706263498944	0.21107266435986216	0.3530997304582209	0.3191489361702133	-0.03225806451612996	0.00271002710027108	-0.035040431266847374	-0.02439024390243971	-0.033846153846156066	8.673026886386918E-4	-0.03225806451612996	-0.011320754716981213	-0.03004291845493821	-0.03703703703703648	-0.035971223021581886	-0.021276595744684268	-0.03896103896103895	-0.021276595744684268	0.05263157894736914	-0.021276595744684268	-0.021276595744684268	-0.03448275862069068	-0.033846153846156066	-0.031250000000002484	1.0	0.17596566523605148	-0.0355329949238579	-0.03448275862069068	0.08629441624365523	-0.02439024390243971	0.0791366906474832	-0.0386398763523962	-0.0355329949238579	-0.035040431266847374	-0.028571428571429407
response to copper ion	0.08593749999999879	0.3819742489270378	-0.07099391480730272	-0.03664921465968645	0.0632911392405065	-0.04221954161640557	-0.06745737583395194	-0.06542056074766459	-0.06542056074766459	0.11409395973154414	0.10503418272218755	0.44157187176835594	0.6797627872498149	0.17596566523605148	-0.05785123966942096	0.0761154855643046	0.1460340993328385	-0.03664921465968645	-0.06316652994257511	0.0694015172801351	-0.05785123966942096	-0.006257822277847247	-0.051094890510950015	-0.0752688172043004	0.12373225152129716	-0.03004291845493821	-0.01992031872510018	-0.03004291845493821	0.0022172949002215794	-0.03004291845493821	-0.03004291845493821	-0.06542056074766459	0.17309269893355264	-0.054687500000002054	0.17596566523605148	1.0	0.1343705799151339	0.15887850467289713	0.032531824611032385	-0.03664921465968645	0.026369168356997933	-0.08219821512447158	-0.06930693069306908	0.03928836174944374	0.11409395973154414
negative regulation of nitrogen compound metabolic process	-0.07608695652173865	0.32994923857868075	-0.03514376996805088	-0.04516129032258134	0.3953488372093025	-0.053929121725732276	-0.10329171396140736	-0.09859154929577474	-0.09859154929577474	-0.061946902654867346	0.8916750250752254	0.11733800350262666	0.1418842224744608	0.08629441624365523	-0.08235294117646987	0.3830845771144279	0.9591373439273554	-0.04516129032258134	-0.006075334143378529	0.36368505623995717	0.011764705882353269	0.16625310173697289	0.032531824611032385	0.017543859649122737	0.9616613418530353	-0.0355329949238579	-0.14685314685314652	-0.0355329949238579	0.003690036900368755	-0.0355329949238579	-0.0355329949238579	0.07042253521126694	0.868772782503038	0.021739130434782695	-0.0355329949238579	0.1343705799151339	1.0	0.9154929577464792	-0.10769230769230737	-0.04516129032258134	-0.11182108626198031	-0.08380797396257142	-0.028571428571428536	-0.021566401816118224	-0.061946902654867346
negative regulation of RNA metabolic process	-0.07142857142857272	0.3793103448275861	-0.02040816326530604	-0.043478260869564314	0.4285714285714286	-0.05154639175257677	-0.09489051094890497	-0.09090909090909137	-0.09090909090909137	-0.05882352941176448	0.8089171974522295	0.1428571428571427	0.1678832116788326	0.10344827586206763	-0.0769230769230775	0.33333333333333365	0.8686131386861319	-0.043478260869564314	0.007874015748031716	0.3159609120521173	0.02564102564102476	0.1940298507462687	0.04672897196261722	0.0370370370370369	0.8775510204081636	-0.03448275862069068	-0.13043478260869562	-0.03448275862069068	0.023255813953488462	-0.03448275862069068	-0.03448275862069068	0.09090909090909124	0.9527559055118112	0.03571428571428504	-0.03448275862069068	0.15887850467289713	0.9154929577464792	1.0	-0.09859154929577474	-0.043478260869564314	-0.10204081632653093	-0.06598984771573543	-0.014084507042253235	-0.0072992700729936156	-0.05882352941176448
transition metal ion homeostasis	0.5108695652173914	-0.0355329949238579	-0.11182108626198031	-0.04516129032258134	-0.1627906976744188	0.500770416024653	0.8774120317820663	0.9154929577464792	0.6619718309859154	-0.061946902654867346	-0.11935807422266835	-0.008756567425569593	0.06015891032917153	0.08629441624365523	0.7647058823529413	-0.1741293532338307	-0.10329171396140736	0.07096774193548284	0.1688942891859048	-0.17621853240492763	0.20000000000000107	-0.13151364764267956	0.1343705799151339	0.7192982456140354	-0.11182108626198031	0.32994923857868075	0.35664335664335683	0.32994923857868075	0.800738007380074	-0.0355329949238579	-0.0355329949238579	0.1549295774647885	-0.09356014580801901	0.11956521739130413	0.08629441624365523	0.032531824611032385	-0.10769230769230737	-0.09859154929577474	1.0	0.18709677419354778	0.9616613418530353	0.03336045565500439	0.12967032967033085	-0.021566401816118224	0.044247787610619045
response to host iron concentration	0.3076923076923076	-0.02439024390243971	-0.045871559633027054	-0.028571428571426576	-0.052631578947368224	0.4267515923566875	0.2013651877133099	0.21739130434782677	0.21739130434782677	-0.03448275862069068	-0.047091412742382266	-0.049327354260090245	-0.044368600682593795	-0.02439024390243971	0.27999999999999836	-0.053763440860215214	-0.044368600682593795	-0.028571428571426576	-0.04247104247104413	-0.05396096440872595	-0.040000000000001174	-0.05527638190954761	-0.03664921465968645	0.14285714285714243	-0.045871559633027054	0.560975609756097	0.08474576271186413	0.560975609756097	0.12621359223301015	-0.02439024390243971	-0.02439024390243971	-0.043478260869564314	-0.04247104247104413	-0.03846153846153862	-0.02439024390243971	-0.03664921465968645	-0.04516129032258134	-0.043478260869564314	0.18709677419354778	1.0	0.17431192660550493	-0.05030181086519124	-0.04516129032258134	-0.044368600682593795	-0.03448275862069068
inorganic ion homeostasis	0.48437499999999956	-0.035971223021581886	-0.11627906976744087	-0.045871559633027054	-0.172413793103448	0.47252747252747257	0.9209225700164747	0.8775510204081636	0.6326530612244897	-0.06329113924050564	-0.054172767203513744	-0.017994858611825204	0.05107084019769313	0.0791366906474832	0.7288135593220342	-0.18518518518518545	-0.10708401976935808	0.06422018348623858	0.15641476274165184	-0.149241819632881	0.18644067796610247	-0.14498141263940503	0.12373225152129716	0.7606837606837609	-0.041860465116279076	0.30935251798561203	0.3402061855670104	0.30935251798561203	0.8378378378378378	-0.035971223021581886	-0.035971223021581886	0.1428571428571425	-0.09666080843585168	0.10937499999999936	0.0791366906474832	0.026369168356997933	-0.11182108626198031	-0.10204081632653093	0.9616613418530353	0.17431192660550493	1.0	0.02275449101796426	0.11821086261980912	-0.028006589785832776	0.037974683544303285
organic hydroxy compound metabolic process	-0.09191176470588253	-0.0386398763523962	0.02275449101796426	-0.05030181086519124	-0.21649484536082503	-0.061425061425061066	0.04437992534218166	0.055837563451777227	0.055837563451777227	-0.07204610951008568	-0.10811850711812199	-0.09244883556810167	-0.1347988386561597	-0.0386398763523962	0.09311740890688312	-0.25057471264367825	-0.07507258399004621	-0.05030181086519124	0.31635735865343123	-0.2571713644300323	0.3522267206477738	-0.013463892288861837	0.3912635039924847	-0.006802721088434694	-0.09221556886227528	-0.0386398763523962	-0.032258064516129205	-0.0386398763523962	-0.024817518248175196	-0.0386398763523962	-0.0386398763523962	0.29949238578680254	-0.05653862753560615	0.4375	-0.0386398763523962	-0.08219821512447158	-0.08380797396257142	-0.06598984771573543	0.03336045565500439	-0.05030181086519124	0.02275449101796426	1.0	0.677786818551668	0.1041061800082951	-0.002881844380402985
organic hydroxy compound biosynthetic process	-0.07608695652173865	-0.0355329949238579	-0.11182108626198031	-0.04516129032258134	-0.11627906976744222	-0.053929121725732276	0.1418842224744608	0.1549295774647885	0.1549295774647885	-0.061946902654867346	-0.047141424272818436	-0.13485113835376586	-0.10329171396140736	-0.0355329949238579	0.20000000000000107	-0.13432835820895522	-0.021566401816118224	-0.04516129032258134	0.5188335358444714	-0.1376539903588646	0.5764705882352947	0.10669975186104211	0.6435643564356439	0.0877192982456143	-0.03514376996805088	-0.0355329949238579	0.02097902097902157	-0.0355329949238579	0.07011070110701112	-0.0355329949238579	-0.0355329949238579	0.49295774647887336	-0.006075334143378529	0.7065217391304351	-0.0355329949238579	-0.06930693069306908	-0.028571428571428536	-0.014084507042253235	0.12967032967033085	-0.04516129032258134	0.11821086261980912	0.677786818551668	1.0	-0.021566401816118224	0.044247787610619045
response to oxygen-containing compound	-0.07386363636363626	-0.035040431266847374	0.2092257001647444	-0.044368600682593795	-0.011764705882352521	-0.052802599512592314	-0.014679976512038454	-0.0072992700729936156	-0.0072992700729936156	0.16279069767441864	-0.03971119133574084	0.45210384959713523	-0.014679976512038454	-0.035040431266847374	0.018404907975459087	-0.0025062656641604724	-0.014679976512038454	-0.044368600682593795	-0.09022082018927516	-0.009436505796710766	-0.07975460122699461	-0.08819875776397515	-0.06745737583395194	0.09909909909909959	-0.028006589785832776	-0.035040431266847374	0.14590747330960818	-0.035040431266847374	0.081285444234405	-0.035040431266847374	-0.035040431266847374	-0.09489051094890497	6.309148264974729E-4	-0.07386363636363626	-0.035040431266847374	0.03928836174944374	-0.021566401816118224	-0.0072992700729936156	-0.021566401816118224	-0.044368600682593795	-0.028006589785832776	0.1041061800082951	-0.021566401816118224	1.0	0.6093023255813949
cellular response to oxygen-containing compound	-0.04999999999999898	-0.028571428571429407	0.037974683544303285	-0.03448275862069068	-0.07692307692307664	-0.039370078740158666	0.05116279069767409	0.05882352941176537	0.05882352941176537	0.1304347826086941	-0.06563706563706605	0.2356687898089177	0.05116279069767409	-0.028571428571429407	0.08771929824561425	-0.037037037037037424	-0.06046511627906971	-0.03448275862069068	-0.05699481865284829	-0.03904923599320896	-0.052631578947367655	-0.08270676691729291	-0.04697986577181078	0.11111111111111072	-0.06329113924050564	-0.028571428571429407	0.18699186991869934	-0.028571428571429407	0.09589041095890359	-0.028571428571429407	-0.028571428571429407	-0.05882352941176448	-0.05699481865284829	-0.04999999999999898	-0.028571428571429407	0.11409395973154414	-0.061946902654867346	-0.05882352941176448	0.044247787610619045	-0.03448275862069068	0.037974683544303285	-0.002881844380402985	0.044247787610619045	0.6093023255813949	1.0
